Test Size,Random State,Neighbors,Weight,Metric,Accuracy,Precision,Recall,Specificity
0.35,89,29,distance,manhattan,0.7413793103448276,0.7407407407407407,0.975609756097561,0.17647058823529413
0.35,89,31,uniform,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,31,uniform,manhattan,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,31,distance,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,31,distance,manhattan,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,33,uniform,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,33,uniform,manhattan,0.7586206896551724,0.7454545454545455,1.0,0.17647058823529413
0.35,89,33,distance,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,33,distance,manhattan,0.7586206896551724,0.7454545454545455,1.0,0.17647058823529413
0.35,89,35,uniform,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,35,uniform,manhattan,0.7586206896551724,0.7454545454545455,1.0,0.17647058823529413
0.35,89,35,distance,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,35,distance,manhattan,0.7586206896551724,0.7454545454545455,1.0,0.17647058823529413
0.35,89,37,uniform,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,37,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,37,distance,euclidean,0.7413793103448276,0.7321428571428571,1.0,0.11764705882352941
0.35,89,37,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,39,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,39,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,39,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,39,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,41,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,41,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,41,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,41,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,43,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,43,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,43,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,43,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,45,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,45,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,45,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,45,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,47,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,47,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,47,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,47,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,49,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,49,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,49,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,49,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,51,uniform,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,51,uniform,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,51,distance,euclidean,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.35,89,51,distance,manhattan,0.7241379310344828,0.7192982456140351,1.0,0.058823529411764705
0.4,42,1,uniform,euclidean,0.6060606060606061,0.6521739130434783,0.75,0.38461538461538464
0.4,42,1,uniform,manhattan,0.6515151515151515,0.6808510638297872,0.8,0.4230769230769231
0.4,42,1,distance,euclidean,0.6060606060606061,0.6521739130434783,0.75,0.38461538461538464
0.4,42,1,distance,manhattan,0.6515151515151515,0.6808510638297872,0.8,0.4230769230769231
0.4,42,3,uniform,euclidean,0.5757575757575758,0.6304347826086957,0.725,0.34615384615384615
0.4,42,3,uniform,manhattan,0.6060606060606061,0.6458333333333334,0.775,0.34615384615384615
0.4,42,3,distance,euclidean,0.5757575757575758,0.6304347826086957,0.725,0.34615384615384615
0.4,42,3,distance,manhattan,0.6060606060606061,0.6458333333333334,0.775,0.34615384615384615
0.4,42,5,uniform,euclidean,0.5757575757575758,0.6153846153846154,0.8,0.23076923076923078
0.4,42,5,uniform,manhattan,0.6212121212121212,0.6363636363636364,0.875,0.23076923076923078
0.4,42,5,distance,euclidean,0.5757575757575758,0.6153846153846154,0.8,0.23076923076923078
0.4,42,5,distance,manhattan,0.6212121212121212,0.6363636363636364,0.875,0.23076923076923078
0.4,42,7,uniform,euclidean,0.6363636363636364,0.6428571428571429,0.9,0.23076923076923078
0.4,42,7,uniform,manhattan,0.6060606060606061,0.6206896551724138,0.9,0.15384615384615385
0.4,42,7,distance,euclidean,0.6363636363636364,0.6428571428571429,0.9,0.23076923076923078
0.4,42,7,distance,manhattan,0.6060606060606061,0.6206896551724138,0.9,0.15384615384615385
0.4,42,9,uniform,euclidean,0.6515151515151515,0.6491228070175439,0.925,0.23076923076923078
0.4,42,9,uniform,manhattan,0.6212121212121212,0.6271186440677966,0.925,0.15384615384615385
0.4,42,9,distance,euclidean,0.6515151515151515,0.6491228070175439,0.925,0.23076923076923078
0.4,42,9,distance,manhattan,0.6212121212121212,0.6271186440677966,0.925,0.15384615384615385
0.4,42,11,uniform,euclidean,0.6060606060606061,0.6206896551724138,0.9,0.15384615384615385
0.4,42,11,uniform,manhattan,0.6212121212121212,0.6271186440677966,0.925,0.15384615384615385
0.4,42,11,distance,euclidean,0.6060606060606061,0.6206896551724138,0.9,0.15384615384615385
0.4,42,11,distance,manhattan,0.6212121212121212,0.6271186440677966,0.925,0.15384615384615385
0.4,42,13,uniform,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.4,42,13,uniform,manhattan,0.6515151515151515,0.6349206349206349,1.0,0.11538461538461539
0.4,42,13,distance,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.4,42,13,distance,manhattan,0.6515151515151515,0.6349206349206349,1.0,0.11538461538461539
0.4,42,19,uniform,euclidean,0.6212121212121212,0.6190476190476191,0.975,0.07692307692307693
0.4,42,19,uniform,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,19,distance,euclidean,0.6212121212121212,0.6190476190476191,0.975,0.07692307692307693
0.4,42,19,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,21,uniform,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,21,uniform,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,21,distance,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,21,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,23,uniform,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,23,uniform,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,23,distance,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,23,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,25,uniform,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,25,uniform,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,25,distance,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,25,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,27,uniform,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,27,uniform,manhattan,0.6212121212121212,0.6190476190476191,0.975,0.07692307692307693
0.4,42,27,distance,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,27,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,29,uniform,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,29,uniform,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,29,distance,euclidean,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,29,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,31,uniform,euclidean,0.5909090909090909,0.6,0.975,0.0
0.4,42,31,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,42,31,distance,euclidean,0.5909090909090909,0.6,0.975,0.0
0.4,42,31,distance,manhattan,0.6060606060606061,0.609375,0.975,0.038461538461538464
0.4,42,33,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,33,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,42,33,distance,euclidean,0.5909090909090909,0.6,0.975,0.0
0.4,42,33,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,42,35,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,35,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,35,distance,euclidean,0.5909090909090909,0.6,0.975,0.0
0.4,42,35,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,42,37,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,37,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,37,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,37,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,39,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,39,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,39,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,39,distance,manhattan,0.5909090909090909,0.6,0.975,0.0
0.4,42,41,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,41,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,41,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,41,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,43,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,43,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,43,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,43,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,45,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,45,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,45,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,45,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,47,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,47,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,47,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,47,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,49,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,49,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,49,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,49,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,51,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,51,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,51,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,42,51,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,1,uniform,euclidean,0.6363636363636364,0.66,0.825,0.34615384615384615
0.4,123,1,uniform,manhattan,0.6818181818181818,0.6792452830188679,0.9,0.34615384615384615
0.4,123,1,distance,euclidean,0.6363636363636364,0.66,0.825,0.34615384615384615
0.4,123,1,distance,manhattan,0.6818181818181818,0.6792452830188679,0.9,0.34615384615384615
0.4,123,3,uniform,euclidean,0.6515151515151515,0.6440677966101694,0.95,0.19230769230769232
0.4,123,3,uniform,manhattan,0.6515151515151515,0.6491228070175439,0.925,0.23076923076923078
0.4,123,3,distance,euclidean,0.6515151515151515,0.6440677966101694,0.95,0.19230769230769232
0.4,123,3,distance,manhattan,0.6515151515151515,0.6491228070175439,0.925,0.23076923076923078
0.4,123,5,uniform,euclidean,0.6515151515151515,0.6440677966101694,0.95,0.19230769230769232
0.4,123,5,uniform,manhattan,0.6666666666666666,0.65,0.975,0.19230769230769232
0.4,123,5,distance,euclidean,0.6515151515151515,0.6440677966101694,0.95,0.19230769230769232
0.4,123,5,distance,manhattan,0.6666666666666666,0.65,0.975,0.19230769230769232
0.4,123,7,uniform,euclidean,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,7,uniform,manhattan,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,7,distance,euclidean,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,7,distance,manhattan,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,9,uniform,euclidean,0.6363636363636364,0.6290322580645161,0.975,0.11538461538461539
0.4,123,9,uniform,manhattan,0.6818181818181818,0.6666666666666666,0.95,0.2692307692307692
0.4,123,9,distance,euclidean,0.6363636363636364,0.6290322580645161,0.975,0.11538461538461539
0.4,123,9,distance,manhattan,0.6818181818181818,0.6666666666666666,0.95,0.2692307692307692
0.4,123,11,uniform,euclidean,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,11,uniform,manhattan,0.6818181818181818,0.6610169491525424,0.975,0.23076923076923078
0.4,123,11,distance,euclidean,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,11,distance,manhattan,0.6818181818181818,0.6610169491525424,0.975,0.23076923076923078
0.4,123,13,uniform,euclidean,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,13,uniform,manhattan,0.6666666666666666,0.65,0.975,0.19230769230769232
0.4,123,13,distance,euclidean,0.6515151515151515,0.639344262295082,0.975,0.15384615384615385
0.4,123,13,distance,manhattan,0.6666666666666666,0.65,0.975,0.19230769230769232
0.4,123,19,uniform,euclidean,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,19,uniform,manhattan,0.6515151515151515,0.6349206349206349,1.0,0.11538461538461539
0.4,123,19,distance,euclidean,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,19,distance,manhattan,0.6515151515151515,0.6349206349206349,1.0,0.11538461538461539
0.4,123,21,uniform,euclidean,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,21,uniform,manhattan,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,21,distance,euclidean,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,21,distance,manhattan,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,23,uniform,euclidean,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,23,uniform,manhattan,0.6363636363636364,0.625,1.0,0.07692307692307693
0.4,123,23,distance,euclidean,0.6666666666666666,0.6451612903225806,1.0,0.15384615384615385
0.4,123,23,distance,manhattan,0.6515151515151515,0.6349206349206349,1.0,0.11538461538461539
0.4,123,25,uniform,euclidean,0.6363636363636364,0.625,1.0,0.07692307692307693
0.4,123,25,uniform,manhattan,0.6363636363636364,0.625,1.0,0.07692307692307693
0.4,123,25,distance,euclidean,0.6363636363636364,0.625,1.0,0.07692307692307693
0.4,123,25,distance,manhattan,0.6515151515151515,0.6349206349206349,1.0,0.11538461538461539
0.4,123,27,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,27,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,27,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,27,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,29,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,29,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,29,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,29,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,31,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,31,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,31,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,31,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,33,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,33,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,33,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,33,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,35,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,35,uniform,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,35,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,35,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,37,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,37,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,37,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,37,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,39,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,39,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,39,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,39,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,41,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,41,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,41,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,41,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,43,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,43,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,43,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,43,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,45,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,45,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,45,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,45,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,47,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,47,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,47,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,47,distance,manhattan,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,49,uniform,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,49,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,49,distance,euclidean,0.6212121212121212,0.6153846153846154,1.0,0.038461538461538464
0.4,123,49,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,51,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,51,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,51,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,123,51,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.4,456,1,uniform,euclidean,0.6666666666666666,0.6170212765957447,0.8787878787878788,0.45454545454545453
0.4,456,1,uniform,manhattan,0.6363636363636364,0.6,0.8181818181818182,0.45454545454545453
0.4,456,1,distance,euclidean,0.6666666666666666,0.6170212765957447,0.8787878787878788,0.45454545454545453
0.4,456,1,distance,manhattan,0.6363636363636364,0.6,0.8181818181818182,0.45454545454545453
0.4,456,3,uniform,euclidean,0.5909090909090909,0.56,0.8484848484848485,0.3333333333333333
0.4,456,3,uniform,manhattan,0.6212121212121212,0.5740740740740741,0.9393939393939394,0.30303030303030304
0.4,456,3,distance,euclidean,0.5909090909090909,0.56,0.8484848484848485,0.3333333333333333
0.4,456,3,distance,manhattan,0.6212121212121212,0.5740740740740741,0.9393939393939394,0.30303030303030304
0.4,456,5,uniform,euclidean,0.6060606060606061,0.5660377358490566,0.9090909090909091,0.30303030303030304
0.4,456,5,uniform,manhattan,0.5606060606060606,0.5333333333333333,0.9696969696969697,0.15151515151515152
0.4,456,5,distance,euclidean,0.6060606060606061,0.5660377358490566,0.9090909090909091,0.30303030303030304
0.4,456,5,distance,manhattan,0.5606060606060606,0.5333333333333333,0.9696969696969697,0.15151515151515152
0.4,456,7,uniform,euclidean,0.5757575757575758,0.5454545454545454,0.9090909090909091,0.24242424242424243
0.4,456,7,uniform,manhattan,0.5454545454545454,0.5254237288135594,0.9393939393939394,0.15151515151515152
0.4,456,7,distance,euclidean,0.5757575757575758,0.5454545454545454,0.9090909090909091,0.24242424242424243
0.4,456,7,distance,manhattan,0.5454545454545454,0.5254237288135594,0.9393939393939394,0.15151515151515152
0.4,456,9,uniform,euclidean,0.5606060606060606,0.5344827586206896,0.9393939393939394,0.18181818181818182
0.4,456,9,uniform,manhattan,0.5303030303030303,0.5166666666666667,0.9393939393939394,0.12121212121212122
0.4,456,9,distance,euclidean,0.5606060606060606,0.5344827586206896,0.9393939393939394,0.18181818181818182
0.4,456,9,distance,manhattan,0.5303030303030303,0.5166666666666667,0.9393939393939394,0.12121212121212122
0.4,456,11,uniform,euclidean,0.5303030303030303,0.5178571428571429,0.8787878787878788,0.18181818181818182
0.4,456,11,uniform,manhattan,0.5454545454545454,0.5245901639344263,0.9696969696969697,0.12121212121212122
0.4,456,11,distance,euclidean,0.5303030303030303,0.5178571428571429,0.8787878787878788,0.18181818181818182
0.4,456,11,distance,manhattan,0.5454545454545454,0.5245901639344263,0.9696969696969697,0.12121212121212122
0.4,456,13,uniform,euclidean,0.5454545454545454,0.5254237288135594,0.9393939393939394,0.15151515151515152
0.4,456,13,uniform,manhattan,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,13,distance,euclidean,0.5454545454545454,0.5254237288135594,0.9393939393939394,0.15151515151515152
0.4,456,13,distance,manhattan,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,19,uniform,euclidean,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,19,uniform,manhattan,0.5454545454545454,0.5238095238095238,1.0,0.09090909090909091
0.4,456,19,distance,euclidean,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,19,distance,manhattan,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,21,uniform,euclidean,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,21,uniform,manhattan,0.5454545454545454,0.5238095238095238,1.0,0.09090909090909091
0.4,456,21,distance,euclidean,0.5606060606060606,0.532258064516129,1.0,0.12121212121212122
0.4,456,21,distance,manhattan,0.5454545454545454,0.5238095238095238,1.0,0.09090909090909091
0.4,456,23,uniform,euclidean,0.5303030303030303,0.515625,1.0,0.06060606060606061
0.4,456,23,uniform,manhattan,0.5454545454545454,0.5238095238095238,1.0,0.09090909090909091
0.4,456,23,distance,euclidean,0.5303030303030303,0.515625,1.0,0.06060606060606061
0.4,456,23,distance,manhattan,0.5454545454545454,0.5238095238095238,1.0,0.09090909090909091
0.4,456,25,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,25,uniform,manhattan,0.5303030303030303,0.515625,1.0,0.06060606060606061
0.4,456,25,distance,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,25,distance,manhattan,0.5303030303030303,0.515625,1.0,0.06060606060606061
0.4,456,27,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,27,uniform,manhattan,0.5,0.5,1.0,0.0
0.4,456,27,distance,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,27,distance,manhattan,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,29,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,29,uniform,manhattan,0.5,0.5,1.0,0.0
0.4,456,29,distance,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,29,distance,manhattan,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,31,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,31,uniform,manhattan,0.5,0.5,1.0,0.0
0.4,456,31,distance,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,31,distance,manhattan,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,33,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,33,uniform,manhattan,0.5,0.5,1.0,0.0
0.4,456,33,distance,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,33,distance,manhattan,0.5,0.5,1.0,0.0
0.4,456,35,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,35,uniform,manhattan,0.5,0.5,1.0,0.0
0.4,456,35,distance,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,35,distance,manhattan,0.5,0.5,1.0,0.0
0.4,456,37,uniform,euclidean,0.5151515151515151,0.5076923076923077,1.0,0.030303030303030304
0.4,456,37,uniform,manhattan,0.5,0.5,1.0,0.0
