Test Size,Random State,Neighbors,Weight,Metric,Accuracy,Precision,Recall,Specificity
0.2,14,13,uniform,euclidean,0.5454545454545454,0.4827586206896552,1.0,0.21052631578947367
0.2,14,13,uniform,manhattan,0.48484848484848486,0.45161290322580644,1.0,0.10526315789473684
0.2,14,13,distance,euclidean,0.5454545454545454,0.4827586206896552,1.0,0.21052631578947367
0.2,14,13,distance,manhattan,0.48484848484848486,0.45161290322580644,1.0,0.10526315789473684
0.2,14,19,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,19,uniform,manhattan,0.45454545454545453,0.4375,1.0,0.05263157894736842
0.2,14,19,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,19,distance,manhattan,0.45454545454545453,0.4375,1.0,0.05263157894736842
0.2,14,21,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,21,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,21,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,21,distance,manhattan,0.45454545454545453,0.4375,1.0,0.05263157894736842
0.2,14,23,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,23,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,23,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,23,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,25,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,25,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,25,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,25,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,27,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,27,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,27,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,27,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,29,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,29,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,29,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,29,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,31,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,31,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,31,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,31,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,33,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,33,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,33,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,33,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,35,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,35,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,35,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,35,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,37,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,37,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,37,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,37,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,39,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,39,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,39,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,39,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,41,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,41,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,41,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,41,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,43,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,43,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,43,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,43,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,45,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,45,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,45,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,45,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,47,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,47,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,47,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,47,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,49,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,49,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,49,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,49,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,51,uniform,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,51,uniform,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,51,distance,euclidean,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,14,51,distance,manhattan,0.42424242424242425,0.42424242424242425,1.0,0.0
0.2,23,1,uniform,euclidean,0.5757575757575758,0.6,0.7894736842105263,0.2857142857142857
0.2,23,1,uniform,manhattan,0.6666666666666666,0.6538461538461539,0.8947368421052632,0.35714285714285715
0.2,23,1,distance,euclidean,0.5757575757575758,0.6,0.7894736842105263,0.2857142857142857
0.2,23,1,distance,manhattan,0.6666666666666666,0.6538461538461539,0.8947368421052632,0.35714285714285715
0.2,23,3,uniform,euclidean,0.5454545454545454,0.5666666666666667,0.8947368421052632,0.07142857142857142
0.2,23,3,uniform,manhattan,0.6666666666666666,0.6428571428571429,0.9473684210526315,0.2857142857142857
0.2,23,3,distance,euclidean,0.5454545454545454,0.5666666666666667,0.8947368421052632,0.07142857142857142
0.2,23,3,distance,manhattan,0.6666666666666666,0.6428571428571429,0.9473684210526315,0.2857142857142857
0.2,23,5,uniform,euclidean,0.6363636363636364,0.6206896551724138,0.9473684210526315,0.21428571428571427
0.2,23,5,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,5,distance,euclidean,0.6363636363636364,0.6206896551724138,0.9473684210526315,0.21428571428571427
0.2,23,5,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,7,uniform,euclidean,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,7,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,7,distance,euclidean,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,7,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,9,uniform,euclidean,0.6363636363636364,0.6206896551724138,0.9473684210526315,0.21428571428571427
0.2,23,9,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,9,distance,euclidean,0.6363636363636364,0.6206896551724138,0.9473684210526315,0.21428571428571427
0.2,23,9,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,11,uniform,euclidean,0.6666666666666666,0.6333333333333333,1.0,0.21428571428571427
0.2,23,11,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,11,distance,euclidean,0.6666666666666666,0.6333333333333333,1.0,0.21428571428571427
0.2,23,11,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,13,uniform,euclidean,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,13,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,13,distance,euclidean,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,13,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,19,uniform,euclidean,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,19,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,19,distance,euclidean,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,19,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,21,uniform,euclidean,0.6060606060606061,0.59375,1.0,0.07142857142857142
0.2,23,21,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,21,distance,euclidean,0.6060606060606061,0.59375,1.0,0.07142857142857142
0.2,23,21,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,23,23,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,23,uniform,manhattan,0.6060606060606061,0.59375,1.0,0.07142857142857142
0.2,23,23,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,23,distance,manhattan,0.6060606060606061,0.59375,1.0,0.07142857142857142
0.2,23,25,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,25,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,25,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,25,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,27,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,27,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,27,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,27,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,29,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,29,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,29,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,29,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,31,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,31,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,31,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,31,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,33,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,33,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,33,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,33,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,35,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,35,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,35,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,35,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,37,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,37,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,37,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,37,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,39,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,39,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,39,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,39,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,41,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,41,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,41,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,41,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,43,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,43,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,43,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,43,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,45,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,45,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,45,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,45,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,47,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,47,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,47,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,47,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,49,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,49,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,49,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,49,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,51,uniform,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,51,uniform,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,51,distance,euclidean,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,23,51,distance,manhattan,0.5757575757575758,0.5757575757575758,1.0,0.0
0.2,89,1,uniform,euclidean,0.7272727272727273,0.8181818181818182,0.782608695652174,0.6
0.2,89,1,uniform,manhattan,0.7575757575757576,0.8571428571428571,0.782608695652174,0.7
0.2,89,1,distance,euclidean,0.7272727272727273,0.8181818181818182,0.782608695652174,0.6
0.2,89,1,distance,manhattan,0.7575757575757576,0.8571428571428571,0.782608695652174,0.7
0.2,89,3,uniform,euclidean,0.6060606060606061,0.6923076923076923,0.782608695652174,0.2
0.2,89,3,uniform,manhattan,0.7272727272727273,0.7692307692307693,0.8695652173913043,0.4
0.2,89,3,distance,euclidean,0.6060606060606061,0.6923076923076923,0.782608695652174,0.2
0.2,89,3,distance,manhattan,0.7272727272727273,0.7692307692307693,0.8695652173913043,0.4
0.2,89,5,uniform,euclidean,0.6666666666666666,0.7142857142857143,0.8695652173913043,0.2
0.2,89,5,uniform,manhattan,0.7272727272727273,0.7692307692307693,0.8695652173913043,0.4
0.2,89,5,distance,euclidean,0.6666666666666666,0.7142857142857143,0.8695652173913043,0.2
0.2,89,5,distance,manhattan,0.7272727272727273,0.7692307692307693,0.8695652173913043,0.4
0.2,89,7,uniform,euclidean,0.696969696969697,0.7241379310344828,0.9130434782608695,0.2
0.2,89,7,uniform,manhattan,0.6363636363636364,0.7037037037037037,0.8260869565217391,0.2
0.2,89,7,distance,euclidean,0.696969696969697,0.7241379310344828,0.9130434782608695,0.2
0.2,89,7,distance,manhattan,0.6363636363636364,0.7037037037037037,0.8260869565217391,0.2
0.2,89,9,uniform,euclidean,0.696969696969697,0.7241379310344828,0.9130434782608695,0.2
0.2,89,9,uniform,manhattan,0.6666666666666666,0.7142857142857143,0.8695652173913043,0.2
0.2,89,9,distance,euclidean,0.696969696969697,0.7241379310344828,0.9130434782608695,0.2
0.2,89,9,distance,manhattan,0.6666666666666666,0.7142857142857143,0.8695652173913043,0.2
0.2,89,11,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,11,uniform,manhattan,0.6666666666666666,0.7,0.9130434782608695,0.1
0.2,89,11,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,11,distance,manhattan,0.6666666666666666,0.7,0.9130434782608695,0.1
0.2,89,13,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,13,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,13,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,13,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,19,uniform,euclidean,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,19,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,19,distance,euclidean,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,19,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,21,uniform,euclidean,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,21,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,21,distance,euclidean,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,21,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,23,uniform,euclidean,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,23,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,23,distance,euclidean,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,23,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,25,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,25,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,25,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,25,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,27,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,27,uniform,manhattan,0.6666666666666666,0.7,0.9130434782608695,0.1
0.2,89,27,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,27,distance,manhattan,0.6666666666666666,0.7,0.9130434782608695,0.1
0.2,89,29,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,29,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,29,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,29,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,31,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,31,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,31,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,31,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,33,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,33,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,33,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,33,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,35,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,35,uniform,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,35,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,35,distance,manhattan,0.696969696969697,0.7096774193548387,0.9565217391304348,0.1
0.2,89,37,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,37,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,37,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,37,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,39,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,39,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,39,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,39,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,41,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,41,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,41,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,41,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,43,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,43,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,43,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,43,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,45,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,45,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,45,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,45,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,47,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,47,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,47,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,47,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,49,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,49,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,49,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,49,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,51,uniform,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,51,uniform,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.2,89,51,distance,euclidean,0.7272727272727273,0.71875,1.0,0.1
0.2,89,51,distance,manhattan,0.7272727272727273,0.71875,1.0,0.1
0.25,42,1,uniform,euclidean,0.6428571428571429,0.6785714285714286,0.76,0.47058823529411764
0.25,42,1,uniform,manhattan,0.6190476190476191,0.6551724137931034,0.76,0.4117647058823529
0.25,42,1,distance,euclidean,0.6428571428571429,0.6785714285714286,0.76,0.47058823529411764
0.25,42,1,distance,manhattan,0.6190476190476191,0.6551724137931034,0.76,0.4117647058823529
0.25,42,3,uniform,euclidean,0.6190476190476191,0.6363636363636364,0.84,0.29411764705882354
0.25,42,3,uniform,manhattan,0.6666666666666666,0.6774193548387096,0.84,0.4117647058823529
0.25,42,3,distance,euclidean,0.6190476190476191,0.6363636363636364,0.84,0.29411764705882354
0.25,42,3,distance,manhattan,0.6666666666666666,0.6774193548387096,0.84,0.4117647058823529
0.25,42,5,uniform,euclidean,0.5238095238095238,0.5757575757575758,0.76,0.17647058823529413
0.25,42,5,uniform,manhattan,0.6190476190476191,0.6285714285714286,0.88,0.23529411764705882
0.25,42,5,distance,euclidean,0.5238095238095238,0.5757575757575758,0.76,0.17647058823529413
0.25,42,5,distance,manhattan,0.6190476190476191,0.6285714285714286,0.88,0.23529411764705882
0.25,42,7,uniform,euclidean,0.6666666666666666,0.6571428571428571,0.92,0.29411764705882354
0.25,42,7,uniform,manhattan,0.6190476190476191,0.6216216216216216,0.92,0.17647058823529413
0.25,42,7,distance,euclidean,0.6666666666666666,0.6571428571428571,0.92,0.29411764705882354
0.25,42,7,distance,manhattan,0.6190476190476191,0.6216216216216216,0.92,0.17647058823529413
0.25,42,9,uniform,euclidean,0.6904761904761905,0.6666666666666666,0.96,0.29411764705882354
0.25,42,9,uniform,manhattan,0.6190476190476191,0.6216216216216216,0.92,0.17647058823529413
0.25,42,9,distance,euclidean,0.6904761904761905,0.6666666666666666,0.96,0.29411764705882354
0.25,42,9,distance,manhattan,0.6190476190476191,0.6216216216216216,0.92,0.17647058823529413
0.25,42,11,uniform,euclidean,0.6428571428571429,0.631578947368421,0.96,0.17647058823529413
0.25,42,11,uniform,manhattan,0.5952380952380952,0.6052631578947368,0.92,0.11764705882352941
0.25,42,11,distance,euclidean,0.6428571428571429,0.631578947368421,0.96,0.17647058823529413
0.25,42,11,distance,manhattan,0.5952380952380952,0.6052631578947368,0.92,0.11764705882352941
0.25,42,13,uniform,euclidean,0.6428571428571429,0.6388888888888888,0.92,0.23529411764705882
0.25,42,13,uniform,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,13,distance,euclidean,0.6428571428571429,0.6388888888888888,0.92,0.23529411764705882
0.25,42,13,distance,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,19,uniform,euclidean,0.5952380952380952,0.6052631578947368,0.92,0.11764705882352941
0.25,42,19,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,19,distance,euclidean,0.5952380952380952,0.6052631578947368,0.92,0.11764705882352941
0.25,42,19,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,21,uniform,euclidean,0.6428571428571429,0.631578947368421,0.96,0.17647058823529413
0.25,42,21,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,21,distance,euclidean,0.6428571428571429,0.631578947368421,0.96,0.17647058823529413
0.25,42,21,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,23,uniform,euclidean,0.6190476190476191,0.6153846153846154,0.96,0.11764705882352941
0.25,42,23,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,23,distance,euclidean,0.6190476190476191,0.6153846153846154,0.96,0.11764705882352941
0.25,42,23,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,25,uniform,euclidean,0.5952380952380952,0.6,0.96,0.058823529411764705
0.25,42,25,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,25,distance,euclidean,0.5952380952380952,0.6,0.96,0.058823529411764705
0.25,42,25,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,27,uniform,euclidean,0.5714285714285714,0.5853658536585366,0.96,0.0
0.25,42,27,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,27,distance,euclidean,0.5714285714285714,0.5853658536585366,0.96,0.0
0.25,42,27,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,29,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,29,uniform,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,29,distance,euclidean,0.5714285714285714,0.5853658536585366,0.96,0.0
0.25,42,29,distance,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,31,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,31,uniform,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
