Accuracy,Precision,Depth,Min_Samples_Split,Min_Samples_Leaf,Test_Size
0.68,0.6903610675039246,2.0,5.0,1.0,0.45
0.6265060240963856,0.6534062517350508,2.0,5.0,1.0,0.5
0.6470588235294118,0.714795008912656,2.0,5.0,2.0,0.1
0.6,0.6666666666666665,2.0,5.0,2.0,0.15
0.6363636363636364,0.7509881422924901,2.0,5.0,2.0,0.2
0.6904761904761905,0.7787040545661235,2.0,5.0,2.0,0.25
0.74,0.8038970588235295,2.0,5.0,2.0,0.3
0.7068965517241379,0.7450323421285309,2.0,5.0,2.0,0.35
0.5757575757575758,0.5768872320596458,2.0,5.0,2.0,0.4
0.68,0.6903610675039246,2.0,5.0,2.0,0.45
0.6265060240963856,0.6534062517350508,2.0,5.0,2.0,0.5
0.7058823529411765,0.7512605042016807,2.0,5.0,3.0,0.1
0.6,0.6666666666666665,2.0,5.0,3.0,0.15
0.6363636363636364,0.7509881422924901,2.0,5.0,3.0,0.2
0.6904761904761905,0.7787040545661235,2.0,5.0,3.0,0.25
0.66,0.6809999999999999,2.0,5.0,3.0,0.3
0.7068965517241379,0.7450323421285309,2.0,5.0,3.0,0.35
0.5757575757575758,0.5768872320596458,2.0,5.0,3.0,0.4
0.6533333333333333,0.657629179331307,2.0,5.0,3.0,0.45
0.5662650602409639,0.5814437236123983,2.0,5.0,3.0,0.5
0.6470588235294118,0.714795008912656,2.0,5.0,4.0,0.1
0.6,0.6666666666666665,2.0,5.0,4.0,0.15
0.6363636363636364,0.7509881422924901,2.0,5.0,4.0,0.2
0.6904761904761905,0.7787040545661235,2.0,5.0,4.0,0.25
0.66,0.6809999999999999,2.0,5.0,4.0,0.3
0.7068965517241379,0.7450323421285309,2.0,5.0,4.0,0.35
0.5757575757575758,0.5768872320596458,2.0,5.0,4.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,4.0,0.45
0.5662650602409639,0.5814437236123983,2.0,5.0,4.0,0.5
0.7058823529411765,0.7512605042016807,2.0,5.0,5.0,0.1
0.6,0.6666666666666665,2.0,5.0,5.0,0.15
0.6363636363636364,0.7509881422924901,2.0,5.0,5.0,0.2
0.6904761904761905,0.7787040545661235,2.0,5.0,5.0,0.25
0.66,0.6809999999999999,2.0,5.0,5.0,0.3
0.7068965517241379,0.7450323421285309,2.0,5.0,5.0,0.35
0.5757575757575758,0.5768872320596458,2.0,5.0,5.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,5.0,0.45
0.6506024096385542,0.6756853500960363,2.0,5.0,5.0,0.5
0.7058823529411765,0.7512605042016807,2.0,5.0,6.0,0.1
0.6,0.6666666666666665,2.0,5.0,6.0,0.15
0.6363636363636364,0.7509881422924901,2.0,5.0,6.0,0.2
0.6904761904761905,0.7787040545661235,2.0,5.0,6.0,0.25
0.66,0.6809999999999999,2.0,5.0,6.0,0.3
0.7068965517241379,0.7450323421285309,2.0,5.0,6.0,0.35
0.5757575757575758,0.5768872320596458,2.0,5.0,6.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,6.0,0.45
0.5903614457831325,0.6092943201376936,2.0,5.0,6.0,0.5
0.7058823529411765,0.7512605042016807,2.0,5.0,7.0,0.1
0.6,0.6666666666666665,2.0,5.0,7.0,0.15
0.6666666666666666,0.7658402203856749,2.0,5.0,7.0,0.2
0.7142857142857143,0.7908163265306121,2.0,5.0,7.0,0.25
0.64,0.6649915110356537,2.0,5.0,7.0,0.3
0.6896551724137931,0.7327586206896551,2.0,5.0,7.0,0.35
0.6515151515151515,0.6704545454545454,2.0,5.0,7.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,7.0,0.45
0.5903614457831325,0.6092943201376936,2.0,5.0,7.0,0.5
0.6470588235294118,0.714795008912656,2.0,5.0,8.0,0.1
0.6,0.6666666666666665,2.0,5.0,8.0,0.15
0.6060606060606061,0.6928374655647382,2.0,5.0,8.0,0.2
0.6666666666666666,0.7346938775510203,2.0,5.0,8.0,0.25
0.64,0.6649915110356537,2.0,5.0,8.0,0.3
0.6896551724137931,0.7327586206896551,2.0,5.0,8.0,0.35
0.6515151515151515,0.6704545454545454,2.0,5.0,8.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,8.0,0.45
0.5903614457831325,0.6092943201376936,2.0,5.0,8.0,0.5
0.7058823529411765,0.7512605042016807,2.0,5.0,9.0,0.1
0.6,0.6666666666666665,2.0,5.0,9.0,0.15
0.6060606060606061,0.6928374655647382,2.0,5.0,9.0,0.2
0.6666666666666666,0.7346938775510203,2.0,5.0,9.0,0.25
0.64,0.6649915110356537,2.0,5.0,9.0,0.3
0.6896551724137931,0.7327586206896551,2.0,5.0,9.0,0.35
0.6515151515151515,0.6704545454545454,2.0,5.0,9.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,9.0,0.45
0.5903614457831325,0.6092943201376936,2.0,5.0,9.0,0.5
0.6470588235294118,0.714795008912656,2.0,5.0,10.0,0.1
0.6,0.6666666666666665,2.0,5.0,10.0,0.15
0.6363636363636364,0.7509881422924901,2.0,5.0,10.0,0.2
0.6904761904761905,0.7787040545661235,2.0,5.0,10.0,0.25
0.64,0.6649915110356537,2.0,5.0,10.0,0.3
0.6896551724137931,0.7327586206896551,2.0,5.0,10.0,0.35
0.6515151515151515,0.6704545454545454,2.0,5.0,10.0,0.4
0.6666666666666666,0.6783999999999999,2.0,5.0,10.0,0.45
0.5903614457831325,0.6092943201376936,2.0,5.0,10.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,1.0,0.1
0.6,0.6666666666666665,2.0,6.0,1.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,1.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,1.0,0.25
0.74,0.8038970588235295,2.0,6.0,1.0,0.3
0.7068965517241379,0.7450323421285309,2.0,6.0,1.0,0.35
0.5757575757575758,0.5768872320596458,2.0,6.0,1.0,0.4
0.68,0.6903610675039246,2.0,6.0,1.0,0.45
0.6265060240963856,0.6534062517350508,2.0,6.0,1.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,2.0,0.1
0.6,0.6666666666666665,2.0,6.0,2.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,2.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,2.0,0.25
0.68,0.7234937611408199,2.0,6.0,2.0,0.3
0.7068965517241379,0.7450323421285309,2.0,6.0,2.0,0.35
0.5757575757575758,0.5768872320596458,2.0,6.0,2.0,0.4
0.68,0.6903610675039246,2.0,6.0,2.0,0.45
0.5662650602409639,0.5814437236123983,2.0,6.0,2.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,3.0,0.1
0.6,0.6666666666666665,2.0,6.0,3.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,3.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,3.0,0.25
0.66,0.6809999999999999,2.0,6.0,3.0,0.3
0.7068965517241379,0.7450323421285309,2.0,6.0,3.0,0.35
0.5757575757575758,0.5768872320596458,2.0,6.0,3.0,0.4
0.6133333333333333,0.6128138528138529,2.0,6.0,3.0,0.45
0.6265060240963856,0.6534062517350508,2.0,6.0,3.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,4.0,0.1
0.6,0.6666666666666665,2.0,6.0,4.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,4.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,4.0,0.25
0.66,0.6809999999999999,2.0,6.0,4.0,0.3
0.7068965517241379,0.7450323421285309,2.0,6.0,4.0,0.35
0.5757575757575758,0.5768872320596458,2.0,6.0,4.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,4.0,0.45
0.6265060240963856,0.6534062517350508,2.0,6.0,4.0,0.5
0.7058823529411765,0.7512605042016807,2.0,6.0,5.0,0.1
0.6,0.6666666666666665,2.0,6.0,5.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,5.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,5.0,0.25
0.66,0.6809999999999999,2.0,6.0,5.0,0.3
0.7068965517241379,0.7450323421285309,2.0,6.0,5.0,0.35
0.5757575757575758,0.5768872320596458,2.0,6.0,5.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,5.0,0.45
0.5903614457831325,0.6092943201376936,2.0,6.0,5.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,6.0,0.1
0.6,0.6666666666666665,2.0,6.0,6.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,6.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,6.0,0.25
0.66,0.6809999999999999,2.0,6.0,6.0,0.3
0.7068965517241379,0.7450323421285309,2.0,6.0,6.0,0.35
0.5757575757575758,0.5768872320596458,2.0,6.0,6.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,6.0,0.45
0.6506024096385542,0.6756853500960363,2.0,6.0,6.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,7.0,0.1
0.6,0.6666666666666665,2.0,6.0,7.0,0.15
0.6666666666666666,0.7658402203856749,2.0,6.0,7.0,0.2
0.7142857142857143,0.7908163265306121,2.0,6.0,7.0,0.25
0.64,0.6649915110356537,2.0,6.0,7.0,0.3
0.6896551724137931,0.7327586206896551,2.0,6.0,7.0,0.35
0.6515151515151515,0.6704545454545454,2.0,6.0,7.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,7.0,0.45
0.6506024096385542,0.6756853500960363,2.0,6.0,7.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,8.0,0.1
0.6,0.6666666666666665,2.0,6.0,8.0,0.15
0.6060606060606061,0.6928374655647382,2.0,6.0,8.0,0.2
0.6666666666666666,0.7346938775510203,2.0,6.0,8.0,0.25
0.64,0.6649915110356537,2.0,6.0,8.0,0.3
0.6896551724137931,0.7327586206896551,2.0,6.0,8.0,0.35
0.6515151515151515,0.6704545454545454,2.0,6.0,8.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,8.0,0.45
0.6506024096385542,0.6756853500960363,2.0,6.0,8.0,0.5
0.7058823529411765,0.7512605042016807,2.0,6.0,9.0,0.1
0.6,0.6666666666666665,2.0,6.0,9.0,0.15
0.6060606060606061,0.6928374655647382,2.0,6.0,9.0,0.2
0.6666666666666666,0.7346938775510203,2.0,6.0,9.0,0.25
0.64,0.6649915110356537,2.0,6.0,9.0,0.3
0.6896551724137931,0.7327586206896551,2.0,6.0,9.0,0.35
0.6515151515151515,0.6704545454545454,2.0,6.0,9.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,9.0,0.45
0.6506024096385542,0.6756853500960363,2.0,6.0,9.0,0.5
0.6470588235294118,0.714795008912656,2.0,6.0,10.0,0.1
0.6,0.6666666666666665,2.0,6.0,10.0,0.15
0.6363636363636364,0.7509881422924901,2.0,6.0,10.0,0.2
0.6904761904761905,0.7787040545661235,2.0,6.0,10.0,0.25
0.64,0.6649915110356537,2.0,6.0,10.0,0.3
0.6896551724137931,0.7327586206896551,2.0,6.0,10.0,0.35
0.6515151515151515,0.6704545454545454,2.0,6.0,10.0,0.4
0.6666666666666666,0.6783999999999999,2.0,6.0,10.0,0.45
0.5903614457831325,0.6092943201376936,2.0,6.0,10.0,0.5
0.7058823529411765,0.7512605042016807,2.0,7.0,1.0,0.1
0.6,0.6666666666666665,2.0,7.0,1.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,1.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,1.0,0.25
0.74,0.8038970588235295,2.0,7.0,1.0,0.3
0.7068965517241379,0.7450323421285309,2.0,7.0,1.0,0.35
0.5757575757575758,0.5768872320596458,2.0,7.0,1.0,0.4
0.68,0.6903610675039246,2.0,7.0,1.0,0.45
0.5662650602409639,0.5814437236123983,2.0,7.0,1.0,0.5
0.7058823529411765,0.7512605042016807,2.0,7.0,2.0,0.1
0.6,0.6666666666666665,2.0,7.0,2.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,2.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,2.0,0.25
0.68,0.7234937611408199,2.0,7.0,2.0,0.3
0.7068965517241379,0.7450323421285309,2.0,7.0,2.0,0.35
0.5757575757575758,0.5768872320596458,2.0,7.0,2.0,0.4
0.68,0.6903610675039246,2.0,7.0,2.0,0.45
0.6265060240963856,0.6534062517350508,2.0,7.0,2.0,0.5
0.6470588235294118,0.714795008912656,2.0,7.0,3.0,0.1
0.6,0.6666666666666665,2.0,7.0,3.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,3.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,3.0,0.25
0.66,0.6809999999999999,2.0,7.0,3.0,0.3
0.7068965517241379,0.7450323421285309,2.0,7.0,3.0,0.35
0.5757575757575758,0.5768872320596458,2.0,7.0,3.0,0.4
0.6133333333333333,0.6128138528138529,2.0,7.0,3.0,0.45
0.5662650602409639,0.5814437236123983,2.0,7.0,3.0,0.5
0.6470588235294118,0.714795008912656,2.0,7.0,4.0,0.1
0.6,0.6666666666666665,2.0,7.0,4.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,4.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,4.0,0.25
0.66,0.6809999999999999,2.0,7.0,4.0,0.3
0.7068965517241379,0.7450323421285309,2.0,7.0,4.0,0.35
0.5757575757575758,0.5768872320596458,2.0,7.0,4.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,4.0,0.45
0.5662650602409639,0.5814437236123983,2.0,7.0,4.0,0.5
0.6470588235294118,0.714795008912656,2.0,7.0,5.0,0.1
0.6,0.6666666666666665,2.0,7.0,5.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,5.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,5.0,0.25
0.66,0.6809999999999999,2.0,7.0,5.0,0.3
0.7068965517241379,0.7450323421285309,2.0,7.0,5.0,0.35
0.5757575757575758,0.5768872320596458,2.0,7.0,5.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,5.0,0.45
0.6506024096385542,0.6756853500960363,2.0,7.0,5.0,0.5
0.7058823529411765,0.7512605042016807,2.0,7.0,6.0,0.1
0.6,0.6666666666666665,2.0,7.0,6.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,6.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,6.0,0.25
0.66,0.6809999999999999,2.0,7.0,6.0,0.3
0.7068965517241379,0.7450323421285309,2.0,7.0,6.0,0.35
0.5757575757575758,0.5768872320596458,2.0,7.0,6.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,6.0,0.45
0.5903614457831325,0.6092943201376936,2.0,7.0,6.0,0.5
0.7058823529411765,0.7512605042016807,2.0,7.0,7.0,0.1
0.6,0.6666666666666665,2.0,7.0,7.0,0.15
0.6666666666666666,0.7658402203856749,2.0,7.0,7.0,0.2
0.7142857142857143,0.7908163265306121,2.0,7.0,7.0,0.25
0.64,0.6649915110356537,2.0,7.0,7.0,0.3
0.6896551724137931,0.7327586206896551,2.0,7.0,7.0,0.35
0.6515151515151515,0.6704545454545454,2.0,7.0,7.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,7.0,0.45
0.6506024096385542,0.6756853500960363,2.0,7.0,7.0,0.5
0.6470588235294118,0.714795008912656,2.0,7.0,8.0,0.1
0.6,0.6666666666666665,2.0,7.0,8.0,0.15
0.6060606060606061,0.6928374655647382,2.0,7.0,8.0,0.2
0.6666666666666666,0.7346938775510203,2.0,7.0,8.0,0.25
0.64,0.6649915110356537,2.0,7.0,8.0,0.3
0.6896551724137931,0.7327586206896551,2.0,7.0,8.0,0.35
0.6515151515151515,0.6704545454545454,2.0,7.0,8.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,8.0,0.45
0.6506024096385542,0.6756853500960363,2.0,7.0,8.0,0.5
0.7058823529411765,0.7512605042016807,2.0,7.0,9.0,0.1
0.6,0.6666666666666665,2.0,7.0,9.0,0.15
0.6060606060606061,0.6928374655647382,2.0,7.0,9.0,0.2
0.6666666666666666,0.7346938775510203,2.0,7.0,9.0,0.25
0.64,0.6649915110356537,2.0,7.0,9.0,0.3
0.6896551724137931,0.7327586206896551,2.0,7.0,9.0,0.35
0.6515151515151515,0.6704545454545454,2.0,7.0,9.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,9.0,0.45
0.6506024096385542,0.6756853500960363,2.0,7.0,9.0,0.5
0.6470588235294118,0.714795008912656,2.0,7.0,10.0,0.1
0.6,0.6666666666666665,2.0,7.0,10.0,0.15
0.6363636363636364,0.7509881422924901,2.0,7.0,10.0,0.2
0.6904761904761905,0.7787040545661235,2.0,7.0,10.0,0.25
0.64,0.6649915110356537,2.0,7.0,10.0,0.3
0.6896551724137931,0.7327586206896551,2.0,7.0,10.0,0.35
0.6515151515151515,0.6704545454545454,2.0,7.0,10.0,0.4
0.6666666666666666,0.6783999999999999,2.0,7.0,10.0,0.45
0.6506024096385542,0.6756853500960363,2.0,7.0,10.0,0.5
0.7058823529411765,0.7512605042016807,2.0,8.0,1.0,0.1
0.6,0.6666666666666665,2.0,8.0,1.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,1.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,1.0,0.25
0.74,0.8038970588235295,2.0,8.0,1.0,0.3
0.7068965517241379,0.7450323421285309,2.0,8.0,1.0,0.35
0.5757575757575758,0.5768872320596458,2.0,8.0,1.0,0.4
0.68,0.6903610675039246,2.0,8.0,1.0,0.45
0.5662650602409639,0.5814437236123983,2.0,8.0,1.0,0.5
0.7058823529411765,0.7512605042016807,2.0,8.0,2.0,0.1
0.6,0.6666666666666665,2.0,8.0,2.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,2.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,2.0,0.25
0.74,0.8038970588235295,2.0,8.0,2.0,0.3
0.7068965517241379,0.7450323421285309,2.0,8.0,2.0,0.35
0.5757575757575758,0.5768872320596458,2.0,8.0,2.0,0.4
0.68,0.6903610675039246,2.0,8.0,2.0,0.45
0.6265060240963856,0.6534062517350508,2.0,8.0,2.0,0.5
0.6470588235294118,0.714795008912656,2.0,8.0,3.0,0.1
0.6,0.6666666666666665,2.0,8.0,3.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,3.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,3.0,0.25
0.66,0.6809999999999999,2.0,8.0,3.0,0.3
0.7068965517241379,0.7450323421285309,2.0,8.0,3.0,0.35
0.5757575757575758,0.5768872320596458,2.0,8.0,3.0,0.4
0.6133333333333333,0.6128138528138529,2.0,8.0,3.0,0.45
0.5662650602409639,0.5814437236123983,2.0,8.0,3.0,0.5
0.6470588235294118,0.714795008912656,2.0,8.0,4.0,0.1
0.6,0.6666666666666665,2.0,8.0,4.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,4.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,4.0,0.25
0.66,0.6809999999999999,2.0,8.0,4.0,0.3
0.7068965517241379,0.7450323421285309,2.0,8.0,4.0,0.35
0.5757575757575758,0.5768872320596458,2.0,8.0,4.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,4.0,0.45
0.5662650602409639,0.5814437236123983,2.0,8.0,4.0,0.5
0.7058823529411765,0.7512605042016807,2.0,8.0,5.0,0.1
0.6,0.6666666666666665,2.0,8.0,5.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,5.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,5.0,0.25
0.66,0.6809999999999999,2.0,8.0,5.0,0.3
0.7068965517241379,0.7450323421285309,2.0,8.0,5.0,0.35
0.5757575757575758,0.5768872320596458,2.0,8.0,5.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,5.0,0.45
0.5903614457831325,0.6092943201376936,2.0,8.0,5.0,0.5
0.6470588235294118,0.714795008912656,2.0,8.0,6.0,0.1
0.6,0.6666666666666665,2.0,8.0,6.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,6.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,6.0,0.25
0.66,0.6809999999999999,2.0,8.0,6.0,0.3
0.7068965517241379,0.7450323421285309,2.0,8.0,6.0,0.35
0.5757575757575758,0.5768872320596458,2.0,8.0,6.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,6.0,0.45
0.6506024096385542,0.6756853500960363,2.0,8.0,6.0,0.5
0.6470588235294118,0.714795008912656,2.0,8.0,7.0,0.1
0.6,0.6666666666666665,2.0,8.0,7.0,0.15
0.6666666666666666,0.7658402203856749,2.0,8.0,7.0,0.2
0.7142857142857143,0.7908163265306121,2.0,8.0,7.0,0.25
0.64,0.6649915110356537,2.0,8.0,7.0,0.3
0.6896551724137931,0.7327586206896551,2.0,8.0,7.0,0.35
0.6515151515151515,0.6704545454545454,2.0,8.0,7.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,7.0,0.45
0.6506024096385542,0.6756853500960363,2.0,8.0,7.0,0.5
0.7058823529411765,0.7512605042016807,2.0,8.0,8.0,0.1
0.6,0.6666666666666665,2.0,8.0,8.0,0.15
0.6060606060606061,0.6928374655647382,2.0,8.0,8.0,0.2
0.6666666666666666,0.7346938775510203,2.0,8.0,8.0,0.25
0.64,0.6649915110356537,2.0,8.0,8.0,0.3
0.6896551724137931,0.7327586206896551,2.0,8.0,8.0,0.35
0.6515151515151515,0.6704545454545454,2.0,8.0,8.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,8.0,0.45
0.6506024096385542,0.6756853500960363,2.0,8.0,8.0,0.5
0.7058823529411765,0.7512605042016807,2.0,8.0,9.0,0.1
0.6,0.6666666666666665,2.0,8.0,9.0,0.15
0.6060606060606061,0.6928374655647382,2.0,8.0,9.0,0.2
0.6666666666666666,0.7346938775510203,2.0,8.0,9.0,0.25
0.64,0.6649915110356537,2.0,8.0,9.0,0.3
0.6896551724137931,0.7327586206896551,2.0,8.0,9.0,0.35
0.6515151515151515,0.6704545454545454,2.0,8.0,9.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,9.0,0.45
0.6506024096385542,0.6756853500960363,2.0,8.0,9.0,0.5
0.6470588235294118,0.714795008912656,2.0,8.0,10.0,0.1
0.6,0.6666666666666665,2.0,8.0,10.0,0.15
0.6363636363636364,0.7509881422924901,2.0,8.0,10.0,0.2
0.6904761904761905,0.7787040545661235,2.0,8.0,10.0,0.25
0.64,0.6649915110356537,2.0,8.0,10.0,0.3
0.6896551724137931,0.7327586206896551,2.0,8.0,10.0,0.35
0.6515151515151515,0.6704545454545454,2.0,8.0,10.0,0.4
0.6666666666666666,0.6783999999999999,2.0,8.0,10.0,0.45
0.6506024096385542,0.6756853500960363,2.0,8.0,10.0,0.5
0.6470588235294118,0.714795008912656,2.0,9.0,1.0,0.1
0.6,0.6666666666666665,2.0,9.0,1.0,0.15
0.6363636363636364,0.7509881422924901,2.0,9.0,1.0,0.2
0.6904761904761905,0.7787040545661235,2.0,9.0,1.0,0.25
0.68,0.7234937611408199,2.0,9.0,1.0,0.3
0.7068965517241379,0.7450323421285309,2.0,9.0,1.0,0.35
0.5757575757575758,0.5768872320596458,2.0,9.0,1.0,0.4
0.68,0.6903610675039246,2.0,9.0,1.0,0.45
0.6265060240963856,0.6534062517350508,2.0,9.0,1.0,0.5
0.7058823529411765,0.7512605042016807,2.0,9.0,2.0,0.1
0.6,0.6666666666666665,2.0,9.0,2.0,0.15
0.6363636363636364,0.7509881422924901,2.0,9.0,2.0,0.2
0.6904761904761905,0.7787040545661235,2.0,9.0,2.0,0.25
0.74,0.8038970588235295,2.0,9.0,2.0,0.3
0.7068965517241379,0.7450323421285309,2.0,9.0,2.0,0.35
0.5757575757575758,0.5768872320596458,2.0,9.0,2.0,0.4
0.68,0.6903610675039246,2.0,9.0,2.0,0.45
0.5662650602409639,0.5814437236123983,2.0,9.0,2.0,0.5
0.6470588235294118,0.714795008912656,2.0,9.0,3.0,0.1
0.6,0.6666666666666665,2.0,9.0,3.0,0.15
0.6363636363636364,0.7509881422924901,2.0,9.0,3.0,0.2
0.6904761904761905,0.7787040545661235,2.0,9.0,3.0,0.25
0.66,0.6809999999999999,2.0,9.0,3.0,0.3
0.7068965517241379,0.7450323421285309,2.0,9.0,3.0,0.35
0.5757575757575758,0.5768872320596458,2.0,9.0,3.0,0.4
0.6133333333333333,0.6128138528138529,2.0,9.0,3.0,0.45
0.6265060240963856,0.6534062517350508,2.0,9.0,3.0,0.5
0.7058823529411765,0.7512605042016807,2.0,9.0,4.0,0.1
0.6,0.6666666666666665,2.0,9.0,4.0,0.15
0.6363636363636364,0.7509881422924901,2.0,9.0,4.0,0.2
0.6904761904761905,0.7787040545661235,2.0,9.0,4.0,0.25
0.66,0.6809999999999999,2.0,9.0,4.0,0.3
0.7068965517241379,0.7450323421285309,2.0,9.0,4.0,0.35
0.5757575757575758,0.5768872320596458,2.0,9.0,4.0,0.4
0.6666666666666666,0.6783999999999999,2.0,9.0,4.0,0.45
0.6265060240963856,0.6534062517350508,2.0,9.0,4.0,0.5
0.7058823529411765,0.7512605042016807,2.0,9.0,5.0,0.1
0.6,0.6666666666666665,2.0,9.0,5.0,0.15
0.6363636363636364,0.7509881422924901,2.0,9.0,5.0,0.2
0.6904761904761905,0.7787040545661235,2.0,9.0,5.0,0.25
0.66,0.6809999999999999,2.0,9.0,5.0,0.3
0.7068965517241379,0.7450323421285309,2.0,9.0,5.0,0.35
0.5757575757575758,0.5768872320596458,2.0,9.0,5.0,0.4
0.6666666666666666,0.6783999999999999,2.0,9.0,5.0,0.45
0.6506024096385542,0.6756853500960363,2.0,9.0,5.0,0.5
0.6470588235294118,0.714795008912656,2.0,9.0,6.0,0.1
0.6,0.6666666666666665,2.0,9.0,6.0,0.15
0.6363636363636364,0.7509881422924901,2.0,9.0,6.0,0.2
0.6904761904761905,0.7787040545661235,2.0,9.0,6.0,0.25
0.66,0.6809999999999999,2.0,9.0,6.0,0.3
0.7068965517241379,0.7450323421285309,2.0,9.0,6.0,0.35
0.5757575757575758,0.5768872320596458,2.0,9.0,6.0,0.4
0.6666666666666666,0.6783999999999999,2.0,9.0,6.0,0.45
0.5903614457831325,0.6092943201376936,2.0,9.0,6.0,0.5
0.6470588235294118,0.714795008912656,2.0,9.0,7.0,0.1
0.6,0.6666666666666665,2.0,9.0,7.0,0.15
0.6666666666666666,0.7658402203856749,2.0,9.0,7.0,0.2
0.7142857142857143,0.7908163265306121,2.0,9.0,7.0,0.25
0.64,0.6649915110356537,2.0,9.0,7.0,0.3
0.6896551724137931,0.7327586206896551,2.0,9.0,7.0,0.35
0.6515151515151515,0.6704545454545454,2.0,9.0,7.0,0.4
0.6666666666666666,0.6783999999999999,2.0,9.0,7.0,0.45
0.6506024096385542,0.6756853500960363,2.0,9.0,7.0,0.5
0.6470588235294118,0.714795008912656,2.0,9.0,8.0,0.1
0.6,0.6666666666666665,2.0,9.0,8.0,0.15
0.6060606060606061,0.6928374655647382,2.0,9.0,8.0,0.2
0.6666666666666666,0.7346938775510203,2.0,9.0,8.0,0.25
0.64,0.6649915110356537,2.0,9.0,8.0,0.3
0.6896551724137931,0.7327586206896551,2.0,9.0,8.0,0.35
0.6515151515151515,0.6704545454545454,2.0,9.0,8.0,0.4
0.6666666666666666,0.6783999999999999,2.0,9.0,8.0,0.45
0.5903614457831325,0.6092943201376936,2.0,9.0,8.0,0.5
0.7058823529411765,0.7512605042016807,2.0,9.0,9.0,0.1
