Test Size,Random State,N_Neighbors,Accuracy,Precision,Recall
0.4,123,7,0.6663157894736843,0.6821078431372548,0.8692307692307694
0.4,123,9,0.6768421052631578,0.6923669467787115,0.8692307692307694
0.4,123,11,0.6768421052631578,0.6786764705882352,0.917948717948718
0.4,456,3,0.7278947368421053,0.7722863247863249,0.8703296703296702
0.4,456,5,0.7473684210526315,0.7687036217995971,0.9274725274725275
0.4,456,7,0.7773684210526316,0.7982769896082589,0.9263736263736264
0.4,456,9,0.7678947368421053,0.7583651530787753,0.9857142857142858
0.4,456,11,0.7268421052631578,0.7258823529411764,0.9846153846153847
0.4,89,3,0.6673684210526316,0.6861904761904762,0.7848484848484849
0.4,89,5,0.6568421052631579,0.6540427709545357,0.8363636363636363
0.4,89,7,0.6673684210526316,0.6561274509803922,0.8924242424242423
0.4,89,9,0.6468421052631579,0.6275224259744383,0.9454545454545455
0.4,89,11,0.6363157894736842,0.6182171114059659,0.9469696969696969
0.4,36,3,0.6763157894736842,0.7050161603102779,0.841025641025641
0.4,36,5,0.6763157894736842,0.6940616246498599,0.8705128205128204
0.4,36,7,0.6863157894736842,0.7187890540831716,0.8384615384615385
0.4,36,9,0.6663157894736843,0.6813157894736841,0.8871794871794872
0.4,36,11,0.6763157894736842,0.6799922600619196,0.9192307692307693
0.4,95,3,0.6357894736842106,0.6702380952380952,0.823076923076923
0.4,95,5,0.6257894736842105,0.6567460317460317,0.8551282051282051
0.4,95,7,0.6457894736842105,0.6604427736006684,0.9025641025641027
0.4,95,9,0.6463157894736842,0.6598942208462332,0.9038461538461539
0.4,95,11,0.6357894736842106,0.6527046783625731,0.9038461538461539
0.4,70,3,0.5968421052631578,0.613073593073593,0.7818181818181819
0.4,70,5,0.6363157894736842,0.6463186813186814,0.8
0.4,70,7,0.6578947368421053,0.6453054298642533,0.8727272727272728
0.4,70,9,0.6478947368421053,0.6380341880341881,0.8727272727272727
0.4,70,11,0.6784210526315789,0.6556043956043955,0.9272727272727274
0.4,34,3,0.6647368421052631,0.7095238095238096,0.7730769230769231
0.4,34,5,0.6763157894736842,0.7003214922332569,0.8525641025641025
0.4,34,7,0.6968421052631578,0.7086764705882354,0.8858974358974357
0.4,34,9,0.6457894736842105,0.6629754533392304,0.8858974358974357
0.4,34,11,0.6452631578947368,0.6532679738562092,0.9166666666666666
0.4,74,3,0.6568421052631578,0.6774886877828055,0.8333333333333333
0.4,74,5,0.6863157894736842,0.7027450980392156,0.8666666666666666
0.4,74,7,0.6552631578947368,0.6661064425770309,0.8833333333333334
0.4,74,9,0.6257894736842105,0.6402046783625731,0.8833333333333334
0.4,74,11,0.5952631578947367,0.6180856553147576,0.8833333333333334
