Test Size,Random State,C,Penalty,Solver,Class Weight,Accuracy,Precision,Recall
0.3,456,100.0,l2,liblinear,balanced,0.6695652173913043,0.7877187028657617,0.7083333333333333
0.3,456,1000.0,l1,liblinear,,0.6521739130434783,0.7902187028657617,0.6833333333333333
0.3,456,1000.0,l1,liblinear,balanced,0.6521739130434783,0.7902187028657617,0.6833333333333333
0.3,456,1000.0,l2,liblinear,,0.6608695652173914,0.7785683760683761,0.7083333333333333
0.3,456,1000.0,l2,liblinear,balanced,0.6695652173913043,0.7877187028657617,0.7083333333333333
0.3,89,0.1,l1,liblinear,,0.5913043478260869,0.6885711510711511,0.5692307692307692
0.3,89,0.1,l1,liblinear,balanced,0.6260869565217392,0.7198593073593074,0.6142857142857143
0.3,89,0.1,l2,liblinear,,0.6956521739130435,0.7375091575091576,0.7461538461538462
0.3,89,0.1,l2,liblinear,balanced,0.6956521739130433,0.7616217116217117,0.7021978021978021
0.3,89,1.0,l1,liblinear,,0.6695652173913043,0.7204761904761904,0.7021978021978021
0.3,89,1.0,l1,liblinear,balanced,0.6782608695652175,0.7409090909090909,0.6879120879120879
0.3,89,1.0,l2,liblinear,,0.6956521739130436,0.7323776223776225,0.7461538461538462
0.3,89,1.0,l2,liblinear,balanced,0.6782608695652174,0.723916083916084,0.7164835164835165
0.3,89,10.0,l1,liblinear,,0.6608695652173913,0.7208791208791209,0.689010989010989
0.3,89,10.0,l1,liblinear,balanced,0.6608695652173913,0.7208791208791209,0.689010989010989
0.3,89,10.0,l2,liblinear,,0.6695652173913045,0.7107692307692307,0.7340659340659341
0.3,89,10.0,l2,liblinear,balanced,0.6695652173913045,0.7107692307692307,0.7340659340659341
0.3,89,100.0,l1,liblinear,,0.6521739130434783,0.7106227106227105,0.689010989010989
0.3,89,100.0,l1,liblinear,balanced,0.6521739130434783,0.7106227106227105,0.689010989010989
0.3,89,100.0,l2,liblinear,,0.6608695652173914,0.7068131868131868,0.7186813186813188
0.3,89,100.0,l2,liblinear,balanced,0.6608695652173914,0.7068131868131868,0.7186813186813188
0.3,89,1000.0,l1,liblinear,,0.6782608695652174,0.7256410256410255,0.7197802197802199
0.3,89,1000.0,l1,liblinear,balanced,0.6695652173913043,0.7153846153846153,0.7197802197802199
0.3,89,1000.0,l2,liblinear,,0.6434782608695653,0.6870329670329671,0.7186813186813188
0.3,89,1000.0,l2,liblinear,balanced,0.6521739130434783,0.696923076923077,0.7186813186813188
0.35,42,0.1,l1,liblinear,,0.6532467532467532,0.7168627450980392,0.7824175824175825
0.35,42,0.1,l1,liblinear,balanced,0.6441558441558441,0.7414652014652015,0.6824175824175824
0.35,42,0.1,l2,liblinear,,0.7389610389610389,0.8284307359307359,0.7549450549450549
0.35,42,0.1,l2,liblinear,balanced,0.7484848484848484,0.840518648018648,0.7549450549450549
0.35,42,1.0,l1,liblinear,,0.7385281385281386,0.8122418757712875,0.7824175824175825
0.35,42,1.0,l1,liblinear,balanced,0.7480519480519481,0.841497668997669,0.7538461538461538
0.35,42,1.0,l2,liblinear,,0.7571428571428571,0.8247360482654601,0.7967032967032968
0.35,42,1.0,l2,liblinear,balanced,0.7575757575757576,0.8297494172494172,0.7824175824175823
0.35,42,10.0,l1,liblinear,,0.7575757575757576,0.8296794871794871,0.7967032967032968
0.35,42,10.0,l1,liblinear,balanced,0.7484848484848484,0.8274572649572649,0.7824175824175823
0.35,42,10.0,l2,liblinear,,0.7753246753246753,0.8408898944193062,0.8098901098901099
0.35,42,10.0,l2,liblinear,balanced,0.7753246753246752,0.8491666666666667,0.7956043956043957
0.35,42,100.0,l1,liblinear,,0.7571428571428571,0.8355769230769232,0.7956043956043957
0.35,42,100.0,l1,liblinear,balanced,0.7385281385281386,0.8342948717948717,0.767032967032967
0.35,42,100.0,l2,liblinear,,0.7757575757575758,0.8396153846153845,0.8098901098901099
0.35,42,100.0,l2,liblinear,balanced,0.7753246753246752,0.8491666666666667,0.7956043956043957
0.35,42,1000.0,l1,liblinear,,0.738961038961039,0.8098901098901099,0.7813186813186814
0.35,42,1000.0,l1,liblinear,balanced,0.7294372294372293,0.7990567765567766,0.7813186813186814
0.35,42,1000.0,l2,liblinear,,0.7753246753246752,0.8491666666666667,0.7956043956043957
0.35,42,1000.0,l2,liblinear,balanced,0.7753246753246752,0.8491666666666667,0.7956043956043957
0.35,123,0.1,l1,liblinear,,0.6826839826839827,0.7731060606060606,0.7109890109890109
0.35,123,0.1,l1,liblinear,balanced,0.6818181818181819,0.8302164502164503,0.6384615384615385
0.35,123,0.1,l2,liblinear,,0.693939393939394,0.7944232238349885,0.7131868131868131
0.35,123,0.1,l2,liblinear,balanced,0.645887445887446,0.7927777777777777,0.6087912087912087
0.35,123,1.0,l1,liblinear,,0.6839826839826839,0.760674619498149,0.756043956043956
0.35,123,1.0,l1,liblinear,balanced,0.7116883116883116,0.8141125541125541,0.7120879120879121
0.35,123,1.0,l2,liblinear,,0.6935064935064934,0.7921600621600622,0.7263736263736265
0.35,123,1.0,l2,liblinear,balanced,0.7025974025974027,0.8083216783216782,0.7120879120879121
0.35,123,10.0,l1,liblinear,,0.674025974025974,0.7573669467787114,0.7395604395604395
0.35,123,10.0,l1,liblinear,balanced,0.6826839826839828,0.7754545454545455,0.7252747252747251
0.35,123,10.0,l2,liblinear,,0.7116883116883117,0.7950157685451803,0.7538461538461538
0.35,123,10.0,l2,liblinear,balanced,0.7116883116883116,0.8105169340463458,0.7252747252747253
0.35,123,100.0,l1,liblinear,,0.674025974025974,0.7573669467787114,0.7395604395604395
0.35,123,100.0,l1,liblinear,balanced,0.674025974025974,0.7601298701298701,0.7252747252747253
0.35,123,100.0,l2,liblinear,,0.7207792207792207,0.8052721788015905,0.7538461538461538
0.35,123,100.0,l2,liblinear,balanced,0.7303030303030302,0.8180926916221033,0.7538461538461538
0.35,123,1000.0,l1,liblinear,,0.6839826839826839,0.7745098039215685,0.7252747252747251
0.35,123,1000.0,l1,liblinear,balanced,0.6935064935064934,0.8007002801120449,0.7109890109890109
0.35,123,1000.0,l2,liblinear,,0.7116883116883117,0.8023310023310023,0.7395604395604395
0.35,123,1000.0,l2,liblinear,balanced,0.7212121212121212,0.8151515151515151,0.7395604395604395
0.35,456,0.1,l1,liblinear,,0.654978354978355,0.7086367880485527,0.8352380952380953
0.35,456,0.1,l1,liblinear,balanced,0.683116883116883,0.8742857142857143,0.6476190476190476
0.35,456,0.1,l2,liblinear,,0.7584415584415585,0.8575324675324676,0.7828571428571429
0.35,456,0.1,l2,liblinear,balanced,0.7021645021645021,0.8617316017316018,0.6885714285714285
0.35,456,1.0,l1,liblinear,,0.7203463203463205,0.8090152984270631,0.7847619047619048
0.35,456,1.0,l1,liblinear,balanced,0.6926406926406926,0.8201839826839826,0.7161904761904763
0.35,456,1.0,l2,liblinear,,0.72987012987013,0.8218358112475761,0.7828571428571429
0.35,456,1.0,l2,liblinear,balanced,0.7203463203463205,0.8251282051282052,0.7561904761904762
0.35,456,10.0,l1,liblinear,,0.6917748917748917,0.7975500969618616,0.7571428571428571
0.35,456,10.0,l1,liblinear,balanced,0.6731601731601732,0.7916892911010558,0.7304761904761905
0.35,456,10.0,l2,liblinear,,0.7017316017316018,0.786890756302521,0.7838095238095237
0.35,456,10.0,l2,liblinear,balanced,0.7017316017316018,0.786890756302521,0.7838095238095237
0.35,456,100.0,l1,liblinear,,0.6826839826839828,0.7821288515406163,0.7561904761904762
0.35,456,100.0,l1,liblinear,balanced,0.6922077922077923,0.7953156647274294,0.7561904761904762
0.35,456,100.0,l2,liblinear,,0.6831168831168831,0.7813962508080156,0.7571428571428571
0.35,456,100.0,l2,liblinear,balanced,0.6831168831168831,0.7813962508080156,0.7571428571428571
0.35,456,1000.0,l1,liblinear,,0.6922077922077923,0.7942167636285283,0.7571428571428571
0.35,456,1000.0,l1,liblinear,balanced,0.6731601731601732,0.7870739064856712,0.7285714285714285
0.35,456,1000.0,l2,liblinear,,0.664069264069264,0.7755354449472097,0.7295238095238096
0.35,456,1000.0,l2,liblinear,balanced,0.664069264069264,0.7755354449472097,0.7295238095238096
0.35,89,0.1,l1,liblinear,,0.5705627705627705,0.6508857808857809,0.5423076923076924
0.35,89,0.1,l1,liblinear,balanced,0.561038961038961,0.6375524475524476,0.5423076923076924
0.35,89,0.1,l2,liblinear,,0.7281385281385282,0.7493506493506494,0.7846153846153847
0.35,89,0.1,l2,liblinear,balanced,0.70995670995671,0.7505494505494505,0.7371794871794872
0.35,89,1.0,l1,liblinear,,0.7008658008658009,0.7405594405594405,0.7384615384615385
0.35,89,1.0,l1,liblinear,balanced,0.7012987012987013,0.766060606060606,0.6884615384615385
0.35,89,1.0,l2,liblinear,,0.7012987012987013,0.7391275391275391,0.7371794871794872
0.35,89,1.0,l2,liblinear,balanced,0.6917748917748917,0.7347319347319348,0.7205128205128205
0.35,89,10.0,l1,liblinear,,0.6541125541125542,0.7002564102564102,0.6871794871794872
0.35,89,10.0,l1,liblinear,balanced,0.6541125541125542,0.7002564102564102,0.6871794871794872
0.35,89,10.0,l2,liblinear,,0.6636363636363637,0.7053846153846154,0.7038461538461539
0.35,89,10.0,l2,liblinear,balanced,0.6636363636363637,0.7053846153846154,0.7038461538461539
0.35,89,100.0,l1,liblinear,,0.6541125541125542,0.71004662004662,0.6717948717948719
0.35,89,100.0,l1,liblinear,balanced,0.6632034632034632,0.7130769230769232,0.6871794871794872
0.35,89,100.0,l2,liblinear,,0.6541125541125542,0.7002564102564102,0.6871794871794872
0.35,89,100.0,l2,liblinear,balanced,0.6541125541125542,0.7002564102564102,0.6871794871794872
0.35,89,1000.0,l1,liblinear,,0.6536796536796536,0.7070163170163171,0.6705128205128206
0.35,89,1000.0,l1,liblinear,balanced,0.6536796536796536,0.7070163170163171,0.6705128205128206
0.35,89,1000.0,l2,liblinear,,0.6354978354978356,0.6847219447219447,0.6705128205128206
0.35,89,1000.0,l2,liblinear,balanced,0.6264069264069263,0.6783116883116883,0.6538461538461539
0.4,42,0.1,l1,liblinear,,0.6057894736842105,0.6867032967032968,0.6743589743589744
0.4,42,0.1,l1,liblinear,balanced,0.6157894736842106,0.6976923076923077,0.6743589743589744
0.4,42,0.1,l2,liblinear,,0.716842105263158,0.7802197802197801,0.7564102564102564
0.4,42,0.1,l2,liblinear,balanced,0.726842105263158,0.8146853146853147,0.7243589743589743
0.4,42,1.0,l1,liblinear,,0.6863157894736842,0.7458541458541459,0.7564102564102564
0.4,42,1.0,l1,liblinear,balanced,0.6857894736842106,0.7513886113886115,0.7397435897435898
0.4,42,1.0,l2,liblinear,,0.7063157894736843,0.7558041958041958,0.7730769230769231
0.4,42,1.0,l2,liblinear,balanced,0.7163157894736842,0.7778554778554779,0.7564102564102564
0.4,42,10.0,l1,liblinear,,0.6763157894736842,0.744988344988345,0.741025641025641
0.4,42,10.0,l1,liblinear,balanced,0.6863157894736842,0.7545121545121546,0.741025641025641
0.4,42,10.0,l2,liblinear,,0.6863157894736842,0.7424708624708625,0.7564102564102564
0.4,42,10.0,l2,liblinear,balanced,0.6763157894736842,0.7386613386613388,0.7397435897435897
0.4,42,100.0,l1,liblinear,,0.6763157894736842,0.7486013986013986,0.7243589743589743
0.4,42,100.0,l1,liblinear,balanced,0.6863157894736842,0.7622377622377623,0.7243589743589743
0.4,42,100.0,l2,liblinear,,0.6557894736842106,0.7297435897435898,0.7064102564102563
0.4,42,100.0,l2,liblinear,balanced,0.6557894736842106,0.7297435897435898,0.7064102564102563
0.4,42,1000.0,l1,liblinear,,0.6657894736842105,0.7348717948717949,0.7230769230769231
0.4,42,1000.0,l1,liblinear,balanced,0.6757894736842105,0.7403263403263403,0.7397435897435897
0.4,42,1000.0,l2,liblinear,,0.6657894736842105,0.7351981351981351,0.723076923076923
0.4,42,1000.0,l2,liblinear,balanced,0.6657894736842105,0.7351981351981351,0.723076923076923
0.4,123,0.1,l1,liblinear,,0.6263157894736843,0.80512987012987,0.5474358974358975
0.4,123,0.1,l1,liblinear,balanced,0.6268421052631579,0.7914285714285715,0.5628205128205128
0.4,123,0.1,l2,liblinear,,0.7273684210526317,0.8191558441558442,0.7256410256410257
0.4,123,0.1,l2,liblinear,balanced,0.7273684210526317,0.8332972582972584,0.708974358974359
0.4,123,1.0,l1,liblinear,,0.7373684210526316,0.8114607614607614,0.7602564102564102
0.4,123,1.0,l1,liblinear,balanced,0.7373684210526316,0.8212509712509712,0.7435897435897435
0.4,123,1.0,l2,liblinear,,0.7473684210526316,0.8241558441558441,0.758974358974359
0.4,123,1.0,l2,liblinear,balanced,0.7368421052631579,0.8205194805194805,0.7423076923076923
0.4,123,10.0,l1,liblinear,,0.746842105263158,0.8106593406593406,0.7756410256410257
0.4,123,10.0,l1,liblinear,balanced,0.726842105263158,0.8062393162393162,0.7435897435897435
0.4,123,10.0,l2,liblinear,,0.7678947368421053,0.8423376623376624,0.7756410256410258
0.4,123,10.0,l2,liblinear,balanced,0.7573684210526317,0.84011544011544,0.758974358974359
0.4,123,100.0,l1,liblinear,,0.746842105263158,0.8106593406593406,0.7756410256410257
0.4,123,100.0,l1,liblinear,balanced,0.736842105263158,0.8084615384615385,0.7602564102564102
0.4,123,100.0,l2,liblinear,,0.778421052631579,0.8441558441558442,0.7923076923076924
0.4,123,100.0,l2,liblinear,balanced,0.7678947368421053,0.8423376623376624,0.7756410256410258
0.4,123,1000.0,l1,liblinear,,0.7673684210526316,0.81996003996004,0.8076923076923077
0.4,123,1000.0,l1,liblinear,balanced,0.7673684210526316,0.8383982683982684,0.7756410256410257
0.4,123,1000.0,l2,liblinear,,0.778421052631579,0.8441558441558442,0.7923076923076924
0.4,123,1000.0,l2,liblinear,balanced,0.778421052631579,0.8441558441558442,0.7923076923076924
0.4,456,0.1,l1,liblinear,,0.6452631578947368,0.7053869969040247,0.8373626373626374
0.4,456,0.1,l1,liblinear,balanced,0.7063157894736841,0.8916239316239316,0.665934065934066
0.4,456,0.1,l2,liblinear,,0.7468421052631579,0.8367132867132867,0.7956043956043957
0.4,456,0.1,l2,liblinear,balanced,0.7063157894736841,0.8770979020979022,0.6791208791208792
0.4,456,1.0,l1,liblinear,,0.6673684210526317,0.7642533936651583,0.7681318681318682
0.4,456,1.0,l1,liblinear,balanced,0.6873684210526316,0.807889757301522,0.7384615384615385
0.4,456,1.0,l2,liblinear,,0.6968421052631578,0.794918414918415,0.767032967032967
0.4,456,1.0,l2,liblinear,balanced,0.6768421052631579,0.797016317016317,0.724175824175824
0.4,456,10.0,l1,liblinear,,0.6873684210526316,0.7827380952380953,0.7681318681318682
0.4,456,10.0,l1,liblinear,balanced,0.6973684210526316,0.7937271062271063,0.7681318681318682
0.4,456,10.0,l2,liblinear,,0.7073684210526315,0.7957142857142858,0.7824175824175824
0.4,456,10.0,l2,liblinear,balanced,0.7173684210526315,0.8061904761904761,0.7824175824175824
0.4,456,100.0,l1,liblinear,,0.7073684210526316,0.8028937728937728,0.7681318681318682
0.4,456,100.0,l1,liblinear,balanced,0.7073684210526316,0.8028937728937728,0.7681318681318682
0.4,456,100.0,l2,liblinear,,0.6868421052631579,0.7790842490842491,0.7681318681318681
0.4,456,100.0,l2,liblinear,balanced,0.7073684210526315,0.805091575091575,0.7681318681318681
0.4,456,1000.0,l1,liblinear,,0.6668421052631579,0.7805827505827505,0.7252747252747253
0.4,456,1000.0,l1,liblinear,balanced,0.6768421052631579,0.7910589410589411,0.7252747252747253
0.4,456,1000.0,l2,liblinear,,0.6868421052631579,0.7790842490842491,0.7681318681318681
0.4,456,1000.0,l2,liblinear,balanced,0.6868421052631579,0.7790842490842491,0.7681318681318681
0.4,89,0.1,l1,liblinear,,0.5863157894736842,0.6634920634920636,0.5393939393939393
0.4,89,0.1,l1,liblinear,balanced,0.5873684210526317,0.6470238095238094,0.5757575757575758
0.4,89,0.1,l2,liblinear,,0.7789473684210526,0.7980769230769231,0.8227272727272726
0.4,89,0.1,l2,liblinear,balanced,0.7484210526315789,0.7871212121212122,0.7696969696969698
0.4,89,1.0,l1,liblinear,,0.6863157894736842,0.7547979797979798,0.6803030303030303
0.4,89,1.0,l1,liblinear,balanced,0.6868421052631578,0.7633477633477634,0.6621212121212121
0.4,89,1.0,l2,liblinear,,0.6973684210526316,0.7532234432234433,0.7151515151515151
0.4,89,1.0,l2,liblinear,balanced,0.6973684210526316,0.7602164502164502,0.696969696969697
0.4,89,10.0,l1,liblinear,,0.6873684210526316,0.7480952380952381,0.696969696969697
0.4,89,10.0,l1,liblinear,balanced,0.6773684210526316,0.7436507936507936,0.6803030303030304
0.4,89,10.0,l2,liblinear,,0.6873684210526316,0.7480952380952381,0.696969696969697
0.4,89,10.0,l2,liblinear,balanced,0.6873684210526316,0.7480952380952381,0.696969696969697
0.4,89,100.0,l1,liblinear,,0.6978947368421053,0.751941391941392,0.7151515151515151
0.4,89,100.0,l1,liblinear,balanced,0.6978947368421053,0.751941391941392,0.7151515151515151
0.4,89,100.0,l2,liblinear,,0.6878947368421052,0.7474969474969474,0.6984848484848485
0.4,89,100.0,l2,liblinear,balanced,0.6773684210526316,0.7436507936507936,0.6803030303030304
0.4,89,1000.0,l1,liblinear,,0.7078947368421054,0.7574786324786325,0.7348484848484849
0.4,89,1000.0,l1,liblinear,balanced,0.7078947368421054,0.7631895881895882,0.7166666666666667
0.4,89,1000.0,l2,liblinear,,0.6778947368421052,0.7414363414363414,0.6803030303030304
0.4,89,1000.0,l2,liblinear,balanced,0.6778947368421052,0.7414363414363414,0.6803030303030304
