Accuracy,Precision,Recall,Specificity,Depth,Min_Samples_Split,Min_Samples_Leaf,Test_Size,Random_State
0.5517241379310345,0.6135057471264368,0.5517241379310345,0.23333333333333334,6,2,9,0.35,456
0.6896551724137931,0.7007306063567407,0.6896551724137931,0.5294117647058824,6,2,9,0.35,89
0.6515151515151515,0.6596063147787286,0.6515151515151515,0.6153846153846154,6,2,9,0.4,42
0.6060606060606061,0.624777183600713,0.6060606060606061,0.6153846153846154,6,2,9,0.4,123
0.5606060606060606,0.5825,0.5606060606060606,0.30303030303030304,6,2,9,0.4,456
0.6060606060606061,0.6060606060606061,0.6060606060606061,0.35,6,2,9,0.4,89
0.72,0.7166666666666666,0.72,0.6,6,2,10,0.15,42
0.68,0.6783333333333332,0.68,0.5454545454545454,6,2,10,0.15,123
0.56,0.5675324675324676,0.56,0.6,6,2,10,0.15,456
0.48,0.536,0.48,0.2857142857142857,6,2,10,0.15,89
0.696969696969697,0.6914600550964188,0.696969696969697,0.5384615384615384,6,2,10,0.2,42
0.5454545454545454,0.5498316498316499,0.5454545454545454,0.5,6,2,10,0.2,123
0.5757575757575758,0.6020499108734403,0.5757575757575758,0.55,6,2,10,0.2,456
0.6060606060606061,0.5690975690975691,0.6060606060606061,0.2,6,2,10,0.2,89
0.6190476190476191,0.63718820861678,0.6190476190476191,0.6470588235294118,6,2,10,0.25,42
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5263157894736842,6,2,10,0.25,123
0.5476190476190477,0.6522366522366523,0.5476190476190477,0.2916666666666667,6,2,10,0.25,456
0.6190476190476191,0.6987012987012987,0.6190476190476191,0.6666666666666666,6,2,10,0.25,89
0.68,0.6783333333333332,0.68,0.5454545454545454,6,2,10,0.3,42
0.64,0.6579999999999999,0.64,0.3181818181818182,6,2,10,0.3,123
0.66,0.7613157894736843,0.66,0.4074074074074074,6,2,10,0.3,456
0.58,0.5878676470588236,0.58,0.3333333333333333,6,2,10,0.3,89
0.6551724137931034,0.6717340254603881,0.6551724137931034,0.72,6,2,10,0.35,42
0.6551724137931034,0.6512670305773753,0.6551724137931034,0.52,6,2,10,0.35,123
0.5862068965517241,0.6502998500749626,0.5862068965517241,0.3,6,2,10,0.35,456
0.6896551724137931,0.7007306063567407,0.6896551724137931,0.5294117647058824,6,2,10,0.35,89
0.6060606060606061,0.6178451178451179,0.6060606060606061,0.5769230769230769,6,2,10,0.4,42
0.6060606060606061,0.624777183600713,0.6060606060606061,0.6153846153846154,6,2,10,0.4,123
0.5606060606060606,0.5825,0.5606060606060606,0.30303030303030304,6,2,10,0.4,456
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.4,6,2,10,0.4,89
0.6,0.6153846153846154,0.6,0.6,6,3,1,0.15,42
0.64,0.6443589743589743,0.64,0.6363636363636364,6,3,1,0.15,123
0.6,0.6363636363636364,0.6,0.5333333333333333,6,3,1,0.15,456
0.72,0.7329411764705881,0.72,0.5714285714285714,6,3,1,0.15,89
0.5454545454545454,0.5645053475935828,0.5454545454545454,0.5384615384615384,6,3,1,0.2,42
0.6363636363636364,0.6313131313131314,0.6363636363636364,0.5,6,3,1,0.2,123
0.5151515151515151,0.6278787878787878,0.5151515151515151,0.3,6,3,1,0.2,456
0.6060606060606061,0.6170798898071626,0.6060606060606061,0.4,6,3,1,0.2,89
