Test Size,Random State,N_Estimators,Class Weight,Accuracy,Precision,Recall
0.25,89,100,balanced,0.7636666666666666,0.7731121166415285,0.8638095238095238
0.25,89,200,,0.732,0.7483816493104418,0.8514285714285714
0.25,89,200,balanced,0.7313333333333334,0.7526515151515152,0.8371428571428572
0.25,89,500,,0.7313333333333334,0.7384795321637426,0.8780952380952382
0.25,89,500,balanced,0.7233333333333334,0.7403708133971292,0.8514285714285714
0.3,42,10,,0.6782608695652173,0.7793251846193023,0.7171428571428571
0.3,42,10,balanced,0.6956521739130433,0.783531746031746,0.7304761904761905
0.3,42,50,,0.6869565217391305,0.7476676986584108,0.8114285714285714
0.3,42,50,balanced,0.6782608695652174,0.7410087719298246,0.7980952380952382
0.3,42,100,,0.7130434782608696,0.7655555555555555,0.8247619047619048
0.3,42,100,balanced,0.7130434782608696,0.7675491759702286,0.8247619047619047
0.3,42,200,,0.7130434782608696,0.7549617633828161,0.8380952380952381
0.3,42,200,balanced,0.6782608695652174,0.727953216374269,0.8247619047619047
0.3,42,500,,0.6782608695652174,0.727953216374269,0.8247619047619047
0.3,42,500,balanced,0.6869565217391305,0.7308771929824561,0.838095238095238
0.3,123,10,,0.7130434782608696,0.749047987616099,0.839047619047619
0.3,123,10,balanced,0.6695652173913043,0.7282905982905983,0.7847619047619048
0.3,123,50,,0.6521739130434783,0.7011764705882353,0.8123809523809525
0.3,123,50,balanced,0.7043478260869565,0.7341176470588235,0.8533333333333333
0.3,123,100,,0.6434782608695653,0.6920098039215686,0.8123809523809525
0.3,123,100,balanced,0.6782608695652174,0.7168421052631578,0.8400000000000001
0.3,123,200,,0.6260869565217393,0.6726556587547299,0.8257142857142858
0.3,123,200,balanced,0.6869565217391305,0.7089327485380117,0.8800000000000001
0.3,123,500,,0.6608695652173914,0.6887203302373581,0.8657142857142859
0.3,123,500,balanced,0.6695652173913043,0.692531819745442,0.8800000000000001
0.3,456,10,,0.6956521739130436,0.7584126984126984,0.8225
0.3,456,10,balanced,0.6521739130434783,0.7382956259426848,0.7616666666666667
0.3,456,50,,0.6869565217391305,0.7435085038800209,0.8483333333333334
0.3,456,50,balanced,0.6782608695652174,0.7072401028922768,0.9125
0.3,456,100,,0.7304347826086957,0.7686061745272271,0.8858333333333335
0.3,456,100,balanced,0.7217391304347825,0.7391304347826086,0.925
0.3,456,200,,0.7217391304347825,0.7585135516657255,0.8983333333333334
0.3,456,200,balanced,0.6956521739130436,0.7241868257600523,0.9125
0.3,456,500,,0.7391304347826086,0.7607503607503607,0.9241666666666667
0.3,456,500,balanced,0.6956521739130436,0.7222131415495261,0.9125
0.3,89,10,,0.7043478260869565,0.7381160016454134,0.7615384615384615
0.3,89,10,balanced,0.7217391304347825,0.7656575450693098,0.7780219780219779
0.3,89,50,,0.6956521739130436,0.7325930210140736,0.7912087912087913
0.3,89,50,balanced,0.7130434782608696,0.7316239316239316,0.8219780219780219
0.3,89,100,,0.7304347826086955,0.743984962406015,0.8516483516483516
0.3,89,100,balanced,0.7304347826086957,0.7385087719298246,0.8659340659340659
0.3,89,200,,0.7217391304347827,0.7259608296759998,0.8670329670329672
0.3,89,200,balanced,0.7217391304347827,0.7171428571428572,0.8813186813186814
0.3,89,500,,0.7217391304347827,0.7335087719298246,0.8505494505494505
0.3,89,500,balanced,0.7217391304347827,0.7228648544438018,0.8824175824175825
0.35,42,10,,0.7480519480519481,0.8222863247863248,0.7835164835164836
0.35,42,10,balanced,0.8017316017316016,0.8155462184873951,0.9131868131868133
0.35,42,50,,0.680952380952381,0.7296358543417367,0.8120879120879121
0.35,42,50,balanced,0.6909090909090908,0.7158617131062951,0.8703296703296705
0.35,42,100,,0.7385281385281386,0.7611951447245564,0.8692307692307691
0.35,42,100,balanced,0.6826839826839827,0.710924558757376,0.856043956043956
0.35,42,200,,0.719047619047619,0.7427777777777778,0.8692307692307694
0.35,42,200,balanced,0.6922077922077923,0.7153201631529805,0.8703296703296702
0.35,42,500,,0.6917748917748918,0.718562091503268,0.8549450549450549
0.35,42,500,balanced,0.6922077922077923,0.709764607597425,0.8846153846153847
0.35,123,10,,0.7012987012987012,0.7950226244343892,0.7538461538461538
0.35,123,10,balanced,0.6341991341991342,0.6953030303030303,0.8131868131868132
0.35,123,50,,0.6082251082251082,0.6768939694636289,0.7692307692307693
0.35,123,50,balanced,0.6536796536796536,0.7085345717234262,0.8406593406593406
0.35,123,100,,0.6645021645021645,0.7033333333333334,0.8417582417582418
0.35,123,100,balanced,0.7008658008658009,0.7471491228070175,0.8703296703296702
0.35,123,200,,0.664069264069264,0.7055952380952382,0.856043956043956
0.35,123,200,balanced,0.6541125541125541,0.7013157894736842,0.8417582417582418
0.35,123,500,,0.6913419913419914,0.7225641025641025,0.8846153846153847
0.35,123,500,balanced,0.6636363636363637,0.7009952766531713,0.856043956043956
0.35,456,10,,0.6744588744588744,0.7456395891690009,0.7971428571428572
0.35,456,10,balanced,0.6744588744588744,0.7328842940685046,0.8257142857142856
0.35,456,50,,0.683116883116883,0.7260448916408669,0.8647619047619047
0.35,456,50,balanced,0.7294372294372294,0.7470416236670107,0.9200000000000002
0.35,456,100,,0.6930735930735932,0.735014619883041,0.8657142857142859
0.35,456,100,balanced,0.7290043290043291,0.7490497076023392,0.9200000000000002
0.35,456,200,,0.7021645021645021,0.7338837289301685,0.8923809523809524
0.35,456,200,balanced,0.7670995670995672,0.7712246302029584,0.9466666666666667
0.35,456,500,,0.7116883116883117,0.7430340557275541,0.8923809523809524
0.35,456,500,balanced,0.7389610389610389,0.7512555899552804,0.9333333333333333
0.35,89,10,,0.664069264069264,0.7311111111111112,0.6576923076923077
0.35,89,10,balanced,0.7108225108225108,0.7484126984126984,0.7576923076923078
0.35,89,50,,0.6917748917748917,0.7056410256410255,0.7897435897435898
0.35,89,50,balanced,0.6831168831168831,0.7027450980392157,0.7743589743589744
0.35,89,100,,0.7203463203463203,0.7442155067155066,0.8051282051282052
0.35,89,100,balanced,0.7108225108225108,0.7429831932773109,0.7884615384615385
0.35,89,200,,0.6917748917748917,0.7075070028011206,0.8038461538461539
0.35,89,200,balanced,0.7017316017316018,0.7117893870835047,0.8051282051282052
0.35,89,500,,0.6917748917748917,0.6922332569391393,0.8371794871794872
0.35,89,500,balanced,0.6727272727272727,0.6796282149223325,0.8205128205128205
0.4,42,10,,0.6863157894736842,0.7420454545454545,0.7705128205128204
0.4,42,10,balanced,0.6968421052631579,0.7395238095238096,0.7884615384615385
0.4,42,50,,0.6868421052631579,0.7205805958747136,0.8205128205128206
0.4,42,50,balanced,0.6873684210526315,0.7069230769230769,0.8525641025641025
0.4,42,100,,0.6968421052631578,0.719047619047619,0.8525641025641025
0.4,42,100,balanced,0.6873684210526315,0.6966666666666665,0.885897435897436
0.4,42,200,,0.6868421052631579,0.7086080586080586,0.8525641025641025
0.4,42,200,balanced,0.6678947368421053,0.6863095238095237,0.8692307692307694
0.4,42,500,,0.6668421052631579,0.6880952380952381,0.8525641025641025
0.4,42,500,balanced,0.6873684210526315,0.7014285714285714,0.8692307692307694
0.4,123,10,,0.6673684210526315,0.7418903318903318,0.7576923076923077
0.4,123,10,balanced,0.6978947368421051,0.7346153846153847,0.8089743589743591
0.4,123,50,,0.7284210526315789,0.7461904761904762,0.8576923076923076
0.4,123,50,balanced,0.7084210526315788,0.7227450980392156,0.873076923076923
0.4,123,100,,0.7178947368421053,0.73,0.8717948717948719
0.4,123,100,balanced,0.6973684210526316,0.7122689075630253,0.8717948717948719
0.4,123,200,,0.6978947368421053,0.7046498599439776,0.8871794871794872
0.4,123,200,balanced,0.7073684210526316,0.7203571428571428,0.8705128205128206
0.4,123,500,,0.6973684210526316,0.7113165266106443,0.8705128205128204
0.4,123,500,balanced,0.6973684210526315,0.7067787114845939,0.8871794871794872
0.4,456,10,,0.7078947368421054,0.7533929847242542,0.856043956043956
0.4,456,10,balanced,0.6863157894736842,0.74753663003663,0.8406593406593407
0.4,456,50,,0.6963157894736842,0.74578111946533,0.8538461538461538
0.4,456,50,balanced,0.7078947368421054,0.7371078431372549,0.9142857142857143
0.4,456,100,,0.7168421052631578,0.7462409700722394,0.8978021978021978
0.4,456,100,balanced,0.7278947368421053,0.7451470588235294,0.9285714285714285
0.4,456,200,,0.7173684210526317,0.7356209150326798,0.9274725274725275
0.4,456,200,balanced,0.7078947368421054,0.7226625386996904,0.9428571428571428
0.4,456,500,,0.7178947368421053,0.7365153078775369,0.9285714285714286
0.4,456,500,balanced,0.7378947368421054,0.7429411764705882,0.9571428571428571
0.4,89,10,,0.658421052631579,0.7128282828282828,0.6787878787878788
0.4,89,10,balanced,0.6268421052631579,0.677878787878788,0.6454545454545455
0.4,89,50,,0.6773684210526316,0.7013186813186814,0.7681818181818182
0.4,89,50,balanced,0.6557894736842105,0.6937817737817737,0.7515151515151515
0.4,89,100,,0.7073684210526315,0.7332417582417582,0.7863636363636364
0.4,89,100,balanced,0.6557894736842105,0.6939316239316239,0.75
0.4,89,200,,0.7378947368421052,0.7473748473748473,0.8393939393939395
0.4,89,200,balanced,0.6868421052631579,0.7121794871794871,0.7848484848484849
0.4,89,500,,0.6968421052631579,0.7166056166056165,0.8045454545454545
0.4,89,500,balanced,0.6968421052631579,0.7126840479781655,0.8227272727272726
