Test Size,Random State,C,Penalty,Solver,Class Weight,Accuracy,Precision,Recall,Specificity
0.3,123,100.0,l1,liblinear,balanced,0.56,0.5833333333333334,0.75,0.3181818181818182
0.3,123,100.0,l2,liblinear,,0.56,0.5789473684210527,0.7857142857142857,0.2727272727272727
0.3,123,100.0,l2,liblinear,balanced,0.56,0.5789473684210527,0.7857142857142857,0.2727272727272727
0.3,123,1000.0,l1,liblinear,,0.56,0.5833333333333334,0.75,0.3181818181818182
0.3,123,1000.0,l1,liblinear,balanced,0.56,0.5833333333333334,0.75,0.3181818181818182
0.3,123,1000.0,l2,liblinear,,0.54,0.5675675675675675,0.75,0.2727272727272727
0.3,123,1000.0,l2,liblinear,balanced,0.54,0.5675675675675675,0.75,0.2727272727272727
0.3,456,0.1,l1,liblinear,,0.56,0.5116279069767442,0.9565217391304348,0.2222222222222222
0.3,456,0.1,l1,liblinear,balanced,0.74,0.7083333333333334,0.7391304347826086,0.7407407407407407
0.3,456,0.1,l2,liblinear,,0.62,0.5588235294117647,0.8260869565217391,0.4444444444444444
0.3,456,0.1,l2,liblinear,balanced,0.68,0.6296296296296297,0.7391304347826086,0.6296296296296297
0.3,456,1.0,l1,liblinear,,0.68,0.6,0.9130434782608695,0.48148148148148145
0.3,456,1.0,l1,liblinear,balanced,0.68,0.6206896551724138,0.782608695652174,0.5925925925925926
0.3,456,1.0,l2,liblinear,,0.68,0.6129032258064516,0.8260869565217391,0.5555555555555556
0.3,456,1.0,l2,liblinear,balanced,0.72,0.6666666666666666,0.782608695652174,0.6666666666666666
0.3,456,10.0,l1,liblinear,,0.74,0.6785714285714286,0.8260869565217391,0.6666666666666666
0.3,456,10.0,l1,liblinear,balanced,0.74,0.6785714285714286,0.8260869565217391,0.6666666666666666
0.3,456,10.0,l2,liblinear,,0.68,0.6129032258064516,0.8260869565217391,0.5555555555555556
0.3,456,10.0,l2,liblinear,balanced,0.68,0.6206896551724138,0.782608695652174,0.5925925925925926
0.3,456,100.0,l1,liblinear,,0.72,0.6666666666666666,0.782608695652174,0.6666666666666666
0.3,456,100.0,l1,liblinear,balanced,0.72,0.6666666666666666,0.782608695652174,0.6666666666666666
0.3,456,100.0,l2,liblinear,,0.68,0.6206896551724138,0.782608695652174,0.5925925925925926
0.3,456,100.0,l2,liblinear,balanced,0.7,0.6428571428571429,0.782608695652174,0.6296296296296297
0.3,456,1000.0,l1,liblinear,,0.7,0.6428571428571429,0.782608695652174,0.6296296296296297
0.3,456,1000.0,l1,liblinear,balanced,0.72,0.6666666666666666,0.782608695652174,0.6666666666666666
0.3,456,1000.0,l2,liblinear,,0.72,0.6666666666666666,0.782608695652174,0.6666666666666666
0.3,456,1000.0,l2,liblinear,balanced,0.72,0.6666666666666666,0.782608695652174,0.6666666666666666
0.3,89,0.1,l1,liblinear,,0.7,0.8333333333333334,0.7142857142857143,0.6666666666666666
0.3,89,0.1,l1,liblinear,balanced,0.7,0.8333333333333334,0.7142857142857143,0.6666666666666666
0.3,89,0.1,l2,liblinear,,0.74,0.84375,0.7714285714285715,0.6666666666666666
0.3,89,0.1,l2,liblinear,balanced,0.76,0.896551724137931,0.7428571428571429,0.8
0.3,89,1.0,l1,liblinear,,0.72,0.8181818181818182,0.7714285714285715,0.6
0.3,89,1.0,l1,liblinear,balanced,0.74,0.84375,0.7714285714285715,0.6666666666666666
0.3,89,1.0,l2,liblinear,,0.7,0.8125,0.7428571428571429,0.6
0.3,89,1.0,l2,liblinear,balanced,0.74,0.8666666666666667,0.7428571428571429,0.7333333333333333
0.3,89,10.0,l1,liblinear,,0.78,0.875,0.8,0.7333333333333333
0.3,89,10.0,l1,liblinear,balanced,0.78,0.875,0.8,0.7333333333333333
0.3,89,10.0,l2,liblinear,,0.76,0.8709677419354839,0.7714285714285715,0.7333333333333333
0.3,89,10.0,l2,liblinear,balanced,0.76,0.8709677419354839,0.7714285714285715,0.7333333333333333
0.3,89,100.0,l1,liblinear,,0.76,0.8484848484848485,0.8,0.6666666666666666
0.3,89,100.0,l1,liblinear,balanced,0.76,0.8484848484848485,0.8,0.6666666666666666
0.3,89,100.0,l2,liblinear,,0.76,0.8484848484848485,0.8,0.6666666666666666
0.3,89,100.0,l2,liblinear,balanced,0.76,0.8484848484848485,0.8,0.6666666666666666
0.3,89,1000.0,l1,liblinear,,0.78,0.875,0.8,0.7333333333333333
0.3,89,1000.0,l1,liblinear,balanced,0.78,0.875,0.8,0.7333333333333333
0.3,89,1000.0,l2,liblinear,,0.76,0.8484848484848485,0.8,0.6666666666666666
0.3,89,1000.0,l2,liblinear,balanced,0.76,0.8484848484848485,0.8,0.6666666666666666
0.35,42,0.1,l1,liblinear,,0.5862068965517241,0.6153846153846154,0.7272727272727273,0.4
0.35,42,0.1,l1,liblinear,balanced,0.6206896551724138,0.7037037037037037,0.5757575757575758,0.68
0.35,42,0.1,l2,liblinear,,0.6206896551724138,0.6486486486486487,0.7272727272727273,0.48
0.35,42,0.1,l2,liblinear,balanced,0.5862068965517241,0.6285714285714286,0.6666666666666666,0.48
0.35,42,1.0,l1,liblinear,,0.5517241379310345,0.5853658536585366,0.7272727272727273,0.32
0.35,42,1.0,l1,liblinear,balanced,0.603448275862069,0.631578947368421,0.7272727272727273,0.44
0.35,42,1.0,l2,liblinear,,0.603448275862069,0.625,0.7575757575757576,0.4
0.35,42,1.0,l2,liblinear,balanced,0.6206896551724138,0.6410256410256411,0.7575757575757576,0.44
0.35,42,10.0,l1,liblinear,,0.5344827586206896,0.5789473684210527,0.6666666666666666,0.36
0.35,42,10.0,l1,liblinear,balanced,0.5517241379310345,0.5945945945945946,0.6666666666666666,0.4
0.35,42,10.0,l2,liblinear,,0.6379310344827587,0.6428571428571429,0.8181818181818182,0.4
0.35,42,10.0,l2,liblinear,balanced,0.5862068965517241,0.6153846153846154,0.7272727272727273,0.4
0.35,42,100.0,l1,liblinear,,0.5517241379310345,0.5897435897435898,0.696969696969697,0.36
0.35,42,100.0,l1,liblinear,balanced,0.5172413793103449,0.5675675675675675,0.6363636363636364,0.36
0.35,42,100.0,l2,liblinear,,0.5689655172413793,0.6052631578947368,0.696969696969697,0.4
0.35,42,100.0,l2,liblinear,balanced,0.5689655172413793,0.6052631578947368,0.696969696969697,0.4
0.35,42,1000.0,l1,liblinear,,0.5517241379310345,0.5945945945945946,0.6666666666666666,0.4
0.35,42,1000.0,l1,liblinear,balanced,0.5517241379310345,0.5945945945945946,0.6666666666666666,0.4
0.35,42,1000.0,l2,liblinear,,0.5689655172413793,0.6052631578947368,0.696969696969697,0.4
0.35,42,1000.0,l2,liblinear,balanced,0.5689655172413793,0.6052631578947368,0.696969696969697,0.4
0.35,123,0.1,l1,liblinear,,0.6724137931034483,0.675,0.8181818181818182,0.48
0.35,123,0.1,l1,liblinear,balanced,0.6379310344827587,0.6875,0.6666666666666666,0.6
0.35,123,0.1,l2,liblinear,,0.6551724137931034,0.6585365853658537,0.8181818181818182,0.44
0.35,123,0.1,l2,liblinear,balanced,0.603448275862069,0.6388888888888888,0.696969696969697,0.48
0.35,123,1.0,l1,liblinear,,0.6379310344827587,0.6428571428571429,0.8181818181818182,0.4
0.35,123,1.0,l1,liblinear,balanced,0.6206896551724138,0.6410256410256411,0.7575757575757576,0.44
0.35,123,1.0,l2,liblinear,,0.5689655172413793,0.5952380952380952,0.7575757575757576,0.32
0.35,123,1.0,l2,liblinear,balanced,0.5689655172413793,0.6,0.7272727272727273,0.36
0.35,123,10.0,l1,liblinear,,0.5517241379310345,0.5853658536585366,0.7272727272727273,0.32
0.35,123,10.0,l1,liblinear,balanced,0.5517241379310345,0.5853658536585366,0.7272727272727273,0.32
0.35,123,10.0,l2,liblinear,,0.5689655172413793,0.5909090909090909,0.7878787878787878,0.28
0.35,123,10.0,l2,liblinear,balanced,0.5344827586206896,0.5714285714285714,0.7272727272727273,0.28
0.35,123,100.0,l1,liblinear,,0.5517241379310345,0.5853658536585366,0.7272727272727273,0.32
0.35,123,100.0,l1,liblinear,balanced,0.5517241379310345,0.5853658536585366,0.7272727272727273,0.32
0.35,123,100.0,l2,liblinear,,0.5517241379310345,0.5813953488372093,0.7575757575757576,0.28
0.35,123,100.0,l2,liblinear,balanced,0.5517241379310345,0.5813953488372093,0.7575757575757576,0.28
0.35,123,1000.0,l1,liblinear,,0.5517241379310345,0.5813953488372093,0.7575757575757576,0.28
0.35,123,1000.0,l1,liblinear,balanced,0.5517241379310345,0.5813953488372093,0.7575757575757576,0.28
0.35,123,1000.0,l2,liblinear,,0.5517241379310345,0.5813953488372093,0.7575757575757576,0.28
0.35,123,1000.0,l2,liblinear,balanced,0.5517241379310345,0.5813953488372093,0.7575757575757576,0.28
0.35,456,0.1,l1,liblinear,,0.4827586206896552,0.48,0.8571428571428571,0.13333333333333333
0.35,456,0.1,l1,liblinear,balanced,0.6206896551724138,0.6071428571428571,0.6071428571428571,0.6333333333333333
0.35,456,0.1,l2,liblinear,,0.6551724137931034,0.6052631578947368,0.8214285714285714,0.5
0.35,456,0.1,l2,liblinear,balanced,0.6379310344827587,0.6060606060606061,0.7142857142857143,0.5666666666666667
0.35,456,1.0,l1,liblinear,,0.603448275862069,0.5641025641025641,0.7857142857142857,0.43333333333333335
0.35,456,1.0,l1,liblinear,balanced,0.6551724137931034,0.6111111111111112,0.7857142857142857,0.5333333333333333
0.35,456,1.0,l2,liblinear,,0.6551724137931034,0.6052631578947368,0.8214285714285714,0.5
0.35,456,1.0,l2,liblinear,balanced,0.6551724137931034,0.6176470588235294,0.75,0.5666666666666667
0.35,456,10.0,l1,liblinear,,0.7068965517241379,0.6571428571428571,0.8214285714285714,0.6
0.35,456,10.0,l1,liblinear,balanced,0.7241379310344828,0.6764705882352942,0.8214285714285714,0.6333333333333333
0.35,456,10.0,l2,liblinear,,0.6896551724137931,0.6470588235294118,0.7857142857142857,0.6
0.35,456,10.0,l2,liblinear,balanced,0.6896551724137931,0.6470588235294118,0.7857142857142857,0.6
0.35,456,100.0,l1,liblinear,,0.7241379310344828,0.6764705882352942,0.8214285714285714,0.6333333333333333
0.35,456,100.0,l1,liblinear,balanced,0.7068965517241379,0.6666666666666666,0.7857142857142857,0.6333333333333333
0.35,456,100.0,l2,liblinear,,0.6896551724137931,0.65625,0.75,0.6333333333333333
0.35,456,100.0,l2,liblinear,balanced,0.6724137931034483,0.6451612903225806,0.7142857142857143,0.6333333333333333
0.35,456,1000.0,l1,liblinear,,0.6896551724137931,0.6470588235294118,0.7857142857142857,0.6
0.35,456,1000.0,l1,liblinear,balanced,0.6896551724137931,0.6470588235294118,0.7857142857142857,0.6
0.35,456,1000.0,l2,liblinear,,0.6551724137931034,0.625,0.7142857142857143,0.6
0.35,456,1000.0,l2,liblinear,balanced,0.6551724137931034,0.625,0.7142857142857143,0.6
0.35,89,0.1,l1,liblinear,,0.7068965517241379,0.8333333333333334,0.7317073170731707,0.6470588235294118
0.35,89,0.1,l1,liblinear,balanced,0.6896551724137931,0.8285714285714286,0.7073170731707317,0.6470588235294118
0.35,89,0.1,l2,liblinear,,0.7241379310344828,0.8571428571428571,0.7317073170731707,0.7058823529411765
0.35,89,0.1,l2,liblinear,balanced,0.7413793103448276,0.8823529411764706,0.7317073170731707,0.7647058823529411
0.35,89,1.0,l1,liblinear,,0.6896551724137931,0.8108108108108109,0.7317073170731707,0.5882352941176471
0.35,89,1.0,l1,liblinear,balanced,0.6724137931034483,0.8235294117647058,0.6829268292682927,0.6470588235294118
0.35,89,1.0,l2,liblinear,,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,1.0,l2,liblinear,balanced,0.7068965517241379,0.8529411764705882,0.7073170731707317,0.7058823529411765
0.35,89,10.0,l1,liblinear,,0.6896551724137931,0.8108108108108109,0.7317073170731707,0.5882352941176471
0.35,89,10.0,l1,liblinear,balanced,0.6896551724137931,0.8108108108108109,0.7317073170731707,0.5882352941176471
0.35,89,10.0,l2,liblinear,,0.6896551724137931,0.8108108108108109,0.7317073170731707,0.5882352941176471
0.35,89,10.0,l2,liblinear,balanced,0.6896551724137931,0.8108108108108109,0.7317073170731707,0.5882352941176471
0.35,89,100.0,l1,liblinear,,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,100.0,l1,liblinear,balanced,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,100.0,l2,liblinear,,0.6896551724137931,0.8108108108108109,0.7317073170731707,0.5882352941176471
0.35,89,100.0,l2,liblinear,balanced,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,1000.0,l1,liblinear,,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,1000.0,l1,liblinear,balanced,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,1000.0,l2,liblinear,,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.35,89,1000.0,l2,liblinear,balanced,0.6724137931034483,0.8055555555555556,0.7073170731707317,0.5882352941176471
0.4,42,0.1,l1,liblinear,,0.6212121212121212,0.6829268292682927,0.7,0.5
0.4,42,0.1,l1,liblinear,balanced,0.6060606060606061,0.6842105263157895,0.65,0.5384615384615384
0.4,42,0.1,l2,liblinear,,0.6363636363636364,0.6904761904761905,0.725,0.5
0.4,42,0.1,l2,liblinear,balanced,0.6212121212121212,0.6829268292682927,0.7,0.5
0.4,42,1.0,l1,liblinear,,0.5909090909090909,0.6511627906976745,0.7,0.4230769230769231
0.4,42,1.0,l1,liblinear,balanced,0.5909090909090909,0.6666666666666666,0.65,0.5
0.4,42,1.0,l2,liblinear,,0.6515151515151515,0.6888888888888889,0.775,0.46153846153846156
0.4,42,1.0,l2,liblinear,balanced,0.6363636363636364,0.6818181818181818,0.75,0.46153846153846156
0.4,42,10.0,l1,liblinear,,0.5606060606060606,0.6341463414634146,0.65,0.4230769230769231
0.4,42,10.0,l1,liblinear,balanced,0.5606060606060606,0.6341463414634146,0.65,0.4230769230769231
0.4,42,10.0,l2,liblinear,,0.6666666666666666,0.6956521739130435,0.8,0.46153846153846156
0.4,42,10.0,l2,liblinear,balanced,0.6363636363636364,0.6818181818181818,0.75,0.46153846153846156
0.4,42,100.0,l1,liblinear,,0.5454545454545454,0.625,0.625,0.4230769230769231
0.4,42,100.0,l1,liblinear,balanced,0.5303030303030303,0.6153846153846154,0.6,0.4230769230769231
0.4,42,100.0,l2,liblinear,,0.6515151515151515,0.6888888888888889,0.775,0.46153846153846156
0.4,42,100.0,l2,liblinear,balanced,0.6515151515151515,0.6888888888888889,0.775,0.46153846153846156
0.4,42,1000.0,l1,liblinear,,0.5757575757575758,0.6428571428571429,0.675,0.4230769230769231
0.4,42,1000.0,l1,liblinear,balanced,0.5909090909090909,0.6511627906976745,0.7,0.4230769230769231
0.4,42,1000.0,l2,liblinear,,0.6212121212121212,0.6744186046511628,0.725,0.46153846153846156
0.4,42,1000.0,l2,liblinear,balanced,0.6212121212121212,0.6744186046511628,0.725,0.46153846153846156
0.4,123,0.1,l1,liblinear,,0.5909090909090909,0.6857142857142857,0.6,0.5769230769230769
0.4,123,0.1,l1,liblinear,balanced,0.5303030303030303,0.6551724137931034,0.475,0.6153846153846154
0.4,123,0.1,l2,liblinear,,0.6515151515151515,0.6808510638297872,0.8,0.4230769230769231
0.4,123,0.1,l2,liblinear,balanced,0.6515151515151515,0.717948717948718,0.7,0.5769230769230769
0.4,123,1.0,l1,liblinear,,0.5909090909090909,0.6382978723404256,0.75,0.34615384615384615
0.4,123,1.0,l1,liblinear,balanced,0.5454545454545454,0.6136363636363636,0.675,0.34615384615384615
0.4,123,1.0,l2,liblinear,,0.5909090909090909,0.6326530612244898,0.775,0.3076923076923077
0.4,123,1.0,l2,liblinear,balanced,0.6060606060606061,0.6458333333333334,0.775,0.34615384615384615
0.4,123,10.0,l1,liblinear,,0.6060606060606061,0.6458333333333334,0.775,0.34615384615384615
0.4,123,10.0,l1,liblinear,balanced,0.5909090909090909,0.6382978723404256,0.75,0.34615384615384615
0.4,123,10.0,l2,liblinear,,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,10.0,l2,liblinear,balanced,0.5757575757575758,0.62,0.775,0.2692307692307692
0.4,123,100.0,l1,liblinear,,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,100.0,l1,liblinear,balanced,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,100.0,l2,liblinear,,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,100.0,l2,liblinear,balanced,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,1000.0,l1,liblinear,,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,1000.0,l1,liblinear,balanced,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,1000.0,l2,liblinear,,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,123,1000.0,l2,liblinear,balanced,0.5909090909090909,0.6274509803921569,0.8,0.2692307692307692
0.4,456,0.1,l1,liblinear,,0.5454545454545454,0.5283018867924528,0.8484848484848485,0.24242424242424243
0.4,456,0.1,l1,liblinear,balanced,0.6363636363636364,0.6551724137931034,0.5757575757575758,0.696969696969697
0.4,456,0.1,l2,liblinear,,0.6515151515151515,0.6136363636363636,0.8181818181818182,0.48484848484848486
0.4,456,0.1,l2,liblinear,balanced,0.6515151515151515,0.6470588235294118,0.6666666666666666,0.6363636363636364
0.4,456,1.0,l1,liblinear,,0.6212121212121212,0.5869565217391305,0.8181818181818182,0.42424242424242425
0.4,456,1.0,l1,liblinear,balanced,0.6818181818181818,0.65,0.7878787878787878,0.5757575757575758
0.4,456,1.0,l2,liblinear,,0.6515151515151515,0.6190476190476191,0.7878787878787878,0.5151515151515151
0.4,456,1.0,l2,liblinear,balanced,0.6818181818181818,0.65,0.7878787878787878,0.5757575757575758
0.4,456,10.0,l1,liblinear,,0.6666666666666666,0.6486486486486487,0.7272727272727273,0.6060606060606061
0.4,456,10.0,l1,liblinear,balanced,0.6818181818181818,0.6666666666666666,0.7272727272727273,0.6363636363636364
0.4,456,10.0,l2,liblinear,,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,10.0,l2,liblinear,balanced,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,100.0,l1,liblinear,,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,100.0,l1,liblinear,balanced,0.6666666666666666,0.6486486486486487,0.7272727272727273,0.6060606060606061
0.4,456,100.0,l2,liblinear,,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,100.0,l2,liblinear,balanced,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,1000.0,l1,liblinear,,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,1000.0,l1,liblinear,balanced,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,1000.0,l2,liblinear,,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,456,1000.0,l2,liblinear,balanced,0.6818181818181818,0.6578947368421053,0.7575757575757576,0.6060606060606061
0.4,89,0.1,l1,liblinear,,0.696969696969697,0.8611111111111112,0.6739130434782609,0.75
0.4,89,0.1,l1,liblinear,balanced,0.7121212121212122,0.8648648648648649,0.6956521739130435,0.75
0.4,89,0.1,l2,liblinear,,0.6818181818181818,0.7659574468085106,0.782608695652174,0.45
0.4,89,0.1,l2,liblinear,balanced,0.696969696969697,0.7954545454545454,0.7608695652173914,0.55
0.4,89,1.0,l1,liblinear,,0.6515151515151515,0.7674418604651163,0.717391304347826,0.5
0.4,89,1.0,l1,liblinear,balanced,0.6515151515151515,0.7804878048780488,0.6956521739130435,0.55
0.4,89,1.0,l2,liblinear,,0.6515151515151515,0.7674418604651163,0.717391304347826,0.5
0.4,89,1.0,l2,liblinear,balanced,0.6818181818181818,0.7906976744186046,0.7391304347826086,0.55
0.4,89,10.0,l1,liblinear,,0.6363636363636364,0.75,0.717391304347826,0.45
0.4,89,10.0,l1,liblinear,balanced,0.6363636363636364,0.75,0.717391304347826,0.45
0.4,89,10.0,l2,liblinear,,0.6515151515151515,0.7674418604651163,0.717391304347826,0.5
0.4,89,10.0,l2,liblinear,balanced,0.6515151515151515,0.7674418604651163,0.717391304347826,0.5
0.4,89,100.0,l1,liblinear,,0.6212121212121212,0.7441860465116279,0.6956521739130435,0.45
0.4,89,100.0,l1,liblinear,balanced,0.6212121212121212,0.7441860465116279,0.6956521739130435,0.45
0.4,89,100.0,l2,liblinear,,0.6363636363636364,0.75,0.717391304347826,0.45
0.4,89,100.0,l2,liblinear,balanced,0.6363636363636364,0.75,0.717391304347826,0.45
0.4,89,1000.0,l1,liblinear,,0.6212121212121212,0.7333333333333333,0.717391304347826,0.4
0.4,89,1000.0,l1,liblinear,balanced,0.6212121212121212,0.7441860465116279,0.6956521739130435,0.45
0.4,89,1000.0,l2,liblinear,,0.6212121212121212,0.7441860465116279,0.6956521739130435,0.45
0.4,89,1000.0,l2,liblinear,balanced,0.6212121212121212,0.7441860465116279,0.6956521739130435,0.45
