Accuracy,Precision,Recall,Specificity,Depth,Min_Samples_Split,Min_Samples_Leaf,Test_Size,Random_State
0.5606060606060606,0.5459355459355459,0.5606060606060606,0.34615384615384615,6,2,8,0.4,42
0.6363636363636364,0.628099173553719,0.6363636363636364,0.46153846153846156,6,2,8,0.4,123
0.6060606060606061,0.6509803921568628,0.6060606060606061,0.3333333333333333,6,2,8,0.4,456
0.6666666666666666,0.6483333333333333,0.6666666666666666,0.35,6,2,8,0.4,89
0.88,0.8844155844155844,0.88,0.9,6,2,9,0.15,42
0.52,0.49968253968253973,0.52,0.2727272727272727,6,2,9,0.15,123
0.48,0.5397058823529411,0.48,0.3333333333333333,6,2,9,0.15,456
0.6,0.6333333333333333,0.6,0.42857142857142855,6,2,9,0.15,89
0.6060606060606061,0.6631701631701632,0.6060606060606061,0.7692307692307693,6,2,9,0.2,42
0.5757575757575758,0.5757575757575758,0.5757575757575758,0.5,6,2,9,0.2,123
0.5757575757575758,0.6020499108734403,0.5757575757575758,0.55,6,2,9,0.2,456
0.7272727272727273,0.720117845117845,0.7272727272727273,0.5,6,2,9,0.2,89
0.7619047619047619,0.7686607823907594,0.7619047619047619,0.7647058823529411,6,2,9,0.25,42
0.6190476190476191,0.6235827664399093,0.6190476190476191,0.631578947368421,6,2,9,0.25,123
0.6666666666666666,0.6818181818181819,0.6666666666666666,0.625,6,2,9,0.25,456
0.7380952380952381,0.7318810222036027,0.7380952380952381,0.5,6,2,9,0.25,89
0.62,0.6427586206896553,0.62,0.7272727272727273,6,2,9,0.3,42
0.54,0.5377996715927751,0.54,0.45454545454545453,6,2,9,0.3,123
0.6,0.6320855614973262,0.6,0.4444444444444444,6,2,9,0.3,456
0.66,0.6665441176470588,0.66,0.4666666666666667,6,2,9,0.3,89
0.6724137931034483,0.6789408866995074,0.6724137931034483,0.68,6,2,9,0.35,42
0.6379310344827587,0.6351600985221675,0.6379310344827587,0.4,6,2,9,0.35,123
0.603448275862069,0.6089864158829676,0.603448275862069,0.5333333333333333,6,2,9,0.35,456
0.7068965517241379,0.7120689655172414,0.7068965517241379,0.5294117647058824,6,2,9,0.35,89
0.5606060606060606,0.5459355459355459,0.5606060606060606,0.34615384615384615,6,2,9,0.4,42
0.6363636363636364,0.628099173553719,0.6363636363636364,0.46153846153846156,6,2,9,0.4,123
0.6060606060606061,0.667634252539913,0.6060606060606061,0.30303030303030304,6,2,9,0.4,456
0.7424242424242424,0.7547875111070258,0.7424242424242424,0.65,6,2,9,0.4,89
0.8,0.8051948051948051,0.8,0.8,6,2,10,0.15,42
0.56,0.5494117647058824,0.56,0.36363636363636365,6,2,10,0.15,123
0.48,0.5397058823529411,0.48,0.3333333333333333,6,2,10,0.15,456
0.6,0.6333333333333333,0.6,0.42857142857142855,6,2,10,0.15,89
0.6060606060606061,0.601010101010101,0.6060606060606061,0.46153846153846156,6,2,10,0.2,42
0.48484848484848486,0.4683195592286501,0.48484848484848486,0.2857142857142857,6,2,10,0.2,123
0.6060606060606061,0.6414141414141413,0.6060606060606061,0.55,6,2,10,0.2,456
0.6666666666666666,0.6763085399449036,0.6666666666666666,0.5,6,2,10,0.2,89
0.7619047619047619,0.7686607823907594,0.7619047619047619,0.7647058823529411,6,2,10,0.25,42
0.5476190476190477,0.5547619047619047,0.5476190476190477,0.5789473684210527,6,2,10,0.25,123
0.6904761904761905,0.7119973847662635,0.6904761904761905,0.625,6,2,10,0.25,456
0.6904761904761905,0.6983705949223191,0.6904761904761905,0.5,6,2,10,0.25,89
0.66,0.6572495755517826,0.66,0.5454545454545454,6,2,10,0.3,42
0.44,0.44,0.44,0.36363636363636365,6,2,10,0.3,123
0.58,0.6147794117647059,0.58,0.4074074074074074,6,2,10,0.3,456
0.66,0.6665441176470588,0.66,0.4666666666666667,6,2,10,0.3,89
0.6724137931034483,0.6789408866995074,0.6724137931034483,0.68,6,2,10,0.35,42
0.6379310344827587,0.6351600985221675,0.6379310344827587,0.4,6,2,10,0.35,123
0.6896551724137931,0.7327586206896551,0.6896551724137931,0.5,6,2,10,0.35,456
0.6724137931034483,0.7026732845698362,0.6724137931034483,0.5882352941176471,6,2,10,0.35,89
0.5757575757575758,0.5481060606060606,0.5757575757575758,0.2692307692307692,6,2,10,0.4,42
0.5909090909090909,0.5882039911308204,0.5909090909090909,0.46153846153846156,6,2,10,0.4,123
0.6060606060606061,0.667634252539913,0.6060606060606061,0.30303030303030304,6,2,10,0.4,456
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.45,6,2,10,0.4,89
0.64,0.6933333333333332,0.64,0.8,6,3,1,0.15,42
0.64,0.6373529411764706,0.64,0.45454545454545453,6,3,1,0.15,123
0.52,0.5358974358974359,0.52,0.5333333333333333,6,3,1,0.15,456
0.72,0.708421052631579,0.72,0.42857142857142855,6,3,1,0.15,89
0.6666666666666666,0.6716791979949874,0.6666666666666666,0.6153846153846154,6,3,1,0.2,42
0.6060606060606061,0.5977961432506886,0.6060606060606061,0.42857142857142855,6,3,1,0.2,123
0.5454545454545454,0.6519360269360269,0.5454545454545454,0.35,6,3,1,0.2,456
0.7272727272727273,0.7355371900826446,0.7272727272727273,0.6,6,3,1,0.2,89
0.6904761904761905,0.7028138528138528,0.6904761904761905,0.7058823529411765,6,3,1,0.25,42
0.5952380952380952,0.5914606227106227,0.5952380952380952,0.47368421052631576,6,3,1,0.25,123
0.6190476190476191,0.6785714285714286,0.6190476190476191,0.4583333333333333,6,3,1,0.25,456
0.7380952380952381,0.7798319327731091,0.7380952380952381,0.75,6,3,1,0.25,89
0.62,0.6183251231527094,0.62,0.5454545454545454,6,3,1,0.3,42
0.54,0.5377996715927751,0.54,0.45454545454545453,6,3,1,0.3,123
0.66,0.6655769230769231,0.66,0.6296296296296297,6,3,1,0.3,456
0.7,0.6944444444444444,0.7,0.4666666666666667,6,3,1,0.3,89
0.6206896551724138,0.6175198115228101,0.6206896551724138,0.52,6,3,1,0.35,42
0.6551724137931034,0.6535892742294562,0.6551724137931034,0.44,6,3,1,0.35,123
0.5862068965517241,0.675287356321839,0.5862068965517241,0.26666666666666666,6,3,1,0.35,456
0.6896551724137931,0.7127324368703679,0.6896551724137931,0.5882352941176471,6,3,1,0.35,89
0.696969696969697,0.696969696969697,0.696969696969697,0.6153846153846154,6,3,1,0.4,42
0.5454545454545454,0.5264822134387351,0.5454545454545454,0.3076923076923077,6,3,1,0.4,123
0.5606060606060606,0.5654761904761905,0.5606060606060606,0.42424242424242425,6,3,1,0.4,456
0.7575757575757576,0.7575757575757576,0.7575757575757576,0.6,6,3,1,0.4,89
0.68,0.68,0.68,0.6,6,3,2,0.15,42
0.56,0.5442105263157895,0.56,0.2727272727272727,6,3,2,0.15,123
0.52,0.5532467532467532,0.52,0.4666666666666667,6,3,2,0.15,456
0.68,0.68,0.68,0.42857142857142855,6,3,2,0.15,89
0.6060606060606061,0.6116427432216905,0.6060606060606061,0.5384615384615384,6,3,2,0.2,42
0.6060606060606061,0.6026806526806526,0.6060606060606061,0.5,6,3,2,0.2,123
0.5151515151515151,0.5955204216073781,0.5151515151515151,0.35,6,3,2,0.2,456
0.7878787878787878,0.7947658402203857,0.7878787878787878,0.7,6,3,2,0.2,89
0.6190476190476191,0.6190476190476191,0.6190476190476191,0.5294117647058824,6,3,2,0.25,42
0.5952380952380952,0.5935846560846562,0.5952380952380952,0.5263157894736842,6,3,2,0.25,123
0.5952380952380952,0.6412698412698412,0.5952380952380952,0.4583333333333333,6,3,2,0.25,456
0.8095238095238095,0.8857142857142858,0.8095238095238095,1.0,6,3,2,0.25,89
0.62,0.6220289855072463,0.62,0.5909090909090909,6,3,2,0.3,42
0.62,0.616,0.62,0.4090909090909091,6,3,2,0.3,123
0.72,0.7385221674876847,0.72,0.6296296296296297,6,3,2,0.3,456
0.68,0.7066213921901527,0.68,0.6,6,3,2,0.3,89
0.6206896551724138,0.6175198115228101,0.6206896551724138,0.52,6,3,2,0.35,42
0.7068965517241379,0.705989110707804,0.7068965517241379,0.56,6,3,2,0.35,123
0.5344827586206896,0.5650456822870615,0.5344827586206896,0.26666666666666666,6,3,2,0.35,456
0.7586206896551724,0.8241255716227907,0.7586206896551724,0.8823529411764706,6,3,2,0.35,89
0.6818181818181818,0.6798226164079822,0.6818181818181818,0.5769230769230769,6,3,2,0.4,42
0.5303030303030303,0.5271249076127125,0.5303030303030303,0.38461538461538464,6,3,2,0.4,123
0.5151515151515151,0.5152073732718894,0.5151515151515151,0.48484848484848486,6,3,2,0.4,456
0.6666666666666666,0.7092731829573935,0.6666666666666666,0.65,6,3,2,0.4,89
0.64,0.6653846153846154,0.64,0.7,6,3,3,0.15,42
0.48,0.46147058823529413,0.48,0.2727272727272727,6,3,3,0.15,123
0.52,0.5358974358974359,0.52,0.5333333333333333,6,3,3,0.15,456
0.72,0.708421052631579,0.72,0.42857142857142855,6,3,3,0.15,89
0.6666666666666666,0.6716791979949874,0.6666666666666666,0.6153846153846154,6,3,3,0.2,42
0.6060606060606061,0.5977961432506886,0.6060606060606061,0.42857142857142855,6,3,3,0.2,123
0.5757575757575758,0.6020499108734403,0.5757575757575758,0.55,6,3,3,0.2,456
0.7878787878787878,0.7828282828282829,0.7878787878787878,0.6,6,3,3,0.2,89
0.6904761904761905,0.7028138528138528,0.6904761904761905,0.7058823529411765,6,3,3,0.25,42
0.6190476190476191,0.6165826330532214,0.6190476190476191,0.5263157894736842,6,3,3,0.25,123
0.6666666666666666,0.6818181818181819,0.6666666666666666,0.625,6,3,3,0.25,456
0.8095238095238095,0.8214285714285714,0.8095238095238095,0.75,6,3,3,0.25,89
0.5,0.49753694581280783,0.5,0.4090909090909091,6,3,3,0.3,42
0.52,0.52,0.52,0.45454545454545453,6,3,3,0.3,123
0.76,0.7947707979626486,0.76,0.6296296296296297,6,3,3,0.3,456
0.66,0.6802083333333333,0.66,0.5333333333333333,6,3,3,0.3,89
0.6896551724137931,0.6871699285492388,0.6896551724137931,0.56,6,3,3,0.35,42
0.5862068965517241,0.5739107190590751,0.5862068965517241,0.32,6,3,3,0.35,123
0.5517241379310345,0.5695402298850576,0.5517241379310345,0.36666666666666664,6,3,3,0.35,456
0.7931034482758621,0.8399164054336469,0.7931034482758621,0.8823529411764706,6,3,3,0.35,89
0.7272727272727273,0.7237154150197629,0.7272727272727273,0.5384615384615384,6,3,3,0.4,42
0.6060606060606061,0.6116427432216905,0.6060606060606061,0.5384615384615384,6,3,3,0.4,123
0.5454545454545454,0.5500505561172901,0.5454545454545454,0.3939393939393939,6,3,3,0.4,456
0.6666666666666666,0.7092731829573935,0.6666666666666666,0.65,6,3,3,0.4,89
0.64,0.6653846153846154,0.64,0.7,6,3,4,0.15,42
0.44,0.42666666666666664,0.44,0.2727272727272727,6,3,4,0.15,123
0.56,0.6066666666666667,0.56,0.4666666666666667,6,3,4,0.15,456
0.68,0.68,0.68,0.42857142857142855,6,3,4,0.15,89
0.6666666666666666,0.6716791979949874,0.6666666666666666,0.6153846153846154,6,3,4,0.2,42
0.5757575757575758,0.5685425685425686,0.5757575757575758,0.42857142857142855,6,3,4,0.2,123
0.696969696969697,0.696969696969697,0.696969696969697,0.75,6,3,4,0.2,456
0.7575757575757576,0.7575757575757576,0.7575757575757576,0.6,6,3,4,0.2,89
0.5714285714285714,0.5895691609977324,0.5714285714285714,0.5882352941176471,6,3,4,0.25,42
0.5714285714285714,0.5657848324514991,0.5714285714285714,0.42105263157894735,6,3,4,0.25,123
0.7142857142857143,0.7440476190476191,0.7142857142857143,0.625,6,3,4,0.25,456
0.7619047619047619,0.7925824175824174,0.7619047619047619,0.75,6,3,4,0.25,89
0.64,0.64,0.64,0.5909090909090909,6,3,4,0.3,42
