Test Size,Random State,C,Penalty,Solver,Class Weight,Accuracy,Precision,Recall
0.2,42,1.0,l1,liblinear,,0.7048433048433049,0.7605392156862745,0.7683823529411764
0.2,42,1.0,l1,liblinear,balanced,0.6749287749287749,0.7538095238095238,0.7080882352941177
0.2,42,1.0,l2,liblinear,,0.71994301994302,0.7888095238095237,0.7558823529411764
0.2,42,1.0,l2,liblinear,balanced,0.7051282051282051,0.7832212885154062,0.7323529411764705
0.2,42,10.0,l1,liblinear,,0.6908831908831908,0.7693923723335488,0.7220588235294118
0.2,42,10.0,l1,liblinear,balanced,0.6831908831908832,0.7671864899806077,0.7095588235294118
0.2,42,10.0,l2,liblinear,,0.6826210826210826,0.7526984126984126,0.7330882352941177
0.2,42,10.0,l2,liblinear,balanced,0.6826210826210826,0.7619291819291819,0.7205882352941176
0.2,42,100.0,l1,liblinear,,0.6675213675213676,0.7499030381383323,0.7088235294117646
0.2,42,100.0,l1,liblinear,balanced,0.6598290598290599,0.7515837104072398,0.6838235294117647
0.2,42,100.0,l2,liblinear,,0.6754985754985755,0.7535154061624649,0.7095588235294118
0.2,42,100.0,l2,liblinear,balanced,0.6754985754985755,0.7535154061624649,0.7095588235294118
0.2,42,1000.0,l1,liblinear,,0.6601139601139601,0.7494128420599009,0.6845588235294118
0.2,42,1000.0,l1,liblinear,balanced,0.6601139601139601,0.7494128420599009,0.6845588235294118
0.2,42,1000.0,l2,liblinear,,0.6754985754985754,0.7557936507936508,0.7095588235294118
0.2,42,1000.0,l2,liblinear,balanced,0.6754985754985754,0.7557936507936508,0.7095588235294118
0.2,123,0.1,l1,liblinear,,0.6139601139601139,0.7128592975651799,0.6514705882352941
0.2,123,0.1,l1,liblinear,balanced,0.6373219373219372,0.7741591741591741,0.5911764705882353
0.2,123,0.1,l2,liblinear,,0.7051282051282051,0.7880921855921856,0.7227941176470588
0.2,123,0.1,l2,liblinear,balanced,0.6598290598290599,0.7780952380952382,0.6389705882352941
0.2,123,1.0,l1,liblinear,,0.682051282051282,0.7613876319758672,0.7235294117647059
0.2,123,1.0,l1,liblinear,balanced,0.7125356125356126,0.805406162464986,0.7235294117647059
0.2,123,1.0,l2,liblinear,,0.6814814814814815,0.7545112781954887,0.7352941176470588
0.2,123,1.0,l2,liblinear,balanced,0.674074074074074,0.7665991902834008,0.6985294117647058
0.2,123,10.0,l1,liblinear,,0.7048433048433048,0.7496078431372549,0.7955882352941176
0.2,123,10.0,l1,liblinear,balanced,0.7122507122507122,0.7680952380952382,0.7838235294117647
0.2,123,10.0,l2,liblinear,,0.6894586894586895,0.75140350877193,0.7595588235294117
0.2,123,10.0,l2,liblinear,balanced,0.6743589743589743,0.7455555555555555,0.7352941176470589
0.2,123,100.0,l1,liblinear,,0.7045584045584046,0.7654636591478697,0.7713235294117646
0.2,123,100.0,l1,liblinear,balanced,0.6971509971509972,0.7621956852916606,0.7595588235294117
0.2,123,100.0,l2,liblinear,,0.7196581196581195,0.769952454666077,0.7955882352941176
0.2,123,100.0,l2,liblinear,balanced,0.7045584045584047,0.7643968991105214,0.7713235294117646
0.2,123,1000.0,l1,liblinear,,0.7045584045584047,0.7658730158730159,0.7713235294117646
0.2,123,1000.0,l1,liblinear,balanced,0.7193732193732194,0.7714285714285715,0.7948529411764707
0.2,123,1000.0,l2,liblinear,,0.7196581196581195,0.769952454666077,0.7955882352941176
0.2,123,1000.0,l2,liblinear,balanced,0.7122507122507123,0.7674524546660769,0.7838235294117647
0.2,456,0.1,l1,liblinear,,0.674074074074074,0.7272803577571378,0.8437908496732026
0.2,456,0.1,l1,liblinear,balanced,0.6438746438746439,0.8230827067669173,0.6091503267973856
0.2,456,0.1,l2,liblinear,,0.7270655270655271,0.8072540419676641,0.7862745098039217
0.2,456,0.1,l2,liblinear,balanced,0.703988603988604,0.8230252100840337,0.7196078431372549
0.2,456,1.0,l1,liblinear,,0.719088319088319,0.7985448916408668,0.7869281045751634
0.2,456,1.0,l1,liblinear,balanced,0.7267806267806268,0.8438095238095238,0.741830065359477
0.2,456,1.0,l2,liblinear,,0.7119658119658119,0.8059547152194211,0.7647058823529412
0.2,456,1.0,l2,liblinear,balanced,0.6814814814814815,0.7971719457013575,0.7196078431372548
0.2,456,10.0,l1,liblinear,,0.6287749287749288,0.7321078431372549,0.7202614379084967
0.2,456,10.0,l1,liblinear,balanced,0.6287749287749288,0.7321078431372549,0.7202614379084967
0.2,456,10.0,l2,liblinear,,0.6444444444444445,0.7421992481203008,0.7320261437908496
0.2,456,10.0,l2,liblinear,balanced,0.6521367521367522,0.7586904761904762,0.7209150326797386
0.2,456,100.0,l1,liblinear,,0.6367521367521367,0.7281045751633985,0.742483660130719
0.2,456,100.0,l1,liblinear,balanced,0.629059829059829,0.7251633986928103,0.7313725490196078
0.2,456,100.0,l2,liblinear,,0.6438746438746439,0.7415643274853801,0.7313725490196078
0.2,456,100.0,l2,liblinear,balanced,0.6438746438746439,0.7415643274853801,0.7313725490196078
0.2,456,1000.0,l1,liblinear,,0.6515669515669515,0.741172170622635,0.75359477124183
0.2,456,1000.0,l1,liblinear,balanced,0.6515669515669515,0.741172170622635,0.75359477124183
0.2,456,1000.0,l2,liblinear,,0.6361823361823362,0.7382309941520467,0.718954248366013
0.2,456,1000.0,l2,liblinear,balanced,0.6361823361823362,0.7382309941520467,0.718954248366013
0.2,89,0.1,l1,liblinear,,0.6894586894586894,0.8465850815850816,0.5825
0.2,89,0.1,l1,liblinear,balanced,0.6894586894586894,0.8465850815850816,0.5825
0.2,89,0.1,l2,liblinear,,0.7435897435897437,0.7855392156862745,0.7866666666666667
0.2,89,0.1,l2,liblinear,balanced,0.698005698005698,0.7661344537815126,0.7116666666666667
0.2,89,1.0,l1,liblinear,,0.7213675213675212,0.7734416168626694,0.7741666666666667
0.2,89,1.0,l1,liblinear,balanced,0.7287749287749288,0.781043956043956,0.7741666666666667
0.2,89,1.0,l2,liblinear,,0.6982905982905983,0.7388262322472848,0.7741666666666667
0.2,89,1.0,l2,liblinear,balanced,0.6829059829059829,0.7340140509645153,0.7483333333333333
0.2,89,10.0,l1,liblinear,,0.6826210826210826,0.7355052790346908,0.7483333333333333
0.2,89,10.0,l1,liblinear,balanced,0.6826210826210826,0.7355052790346908,0.7483333333333333
0.2,89,10.0,l2,liblinear,,0.6527065527065526,0.7140837104072398,0.7108333333333333
0.2,89,10.0,l2,liblinear,balanced,0.645014245014245,0.7115196078431373,0.6983333333333334
0.2,89,100.0,l1,liblinear,,0.6826210826210826,0.7355555555555555,0.7491666666666668
0.2,89,100.0,l1,liblinear,balanced,0.6826210826210826,0.7355555555555555,0.7491666666666668
0.2,89,100.0,l2,liblinear,,0.6601139601139601,0.7246078431372549,0.7108333333333333
0.2,89,100.0,l2,liblinear,balanced,0.6524216524216524,0.7207983193277311,0.6983333333333334
0.2,89,1000.0,l1,liblinear,,0.6754985754985755,0.7297863247863248,0.7366666666666667
0.2,89,1000.0,l1,liblinear,balanced,0.6829059829059829,0.7376294620412268,0.7366666666666667
0.2,89,1000.0,l2,liblinear,,0.6601139601139601,0.7246078431372549,0.7108333333333333
0.2,89,1000.0,l2,liblinear,balanced,0.6601139601139601,0.7246078431372549,0.7108333333333333
0.25,42,0.1,l1,liblinear,,0.6743333333333333,0.7795312530606647,0.6775
0.25,42,0.1,l1,liblinear,balanced,0.6666666666666667,0.8102797202797204,0.6116666666666666
0.25,42,0.1,l2,liblinear,,0.756,0.8068421052631578,0.8183333333333334
0.25,42,0.1,l2,liblinear,balanced,0.7310000000000001,0.8099999999999999,0.7525000000000001
0.25,42,1.0,l1,liblinear,,0.6990000000000001,0.7640336134453782,0.7658333333333334
0.25,42,1.0,l1,liblinear,balanced,0.659,0.7663461538461538,0.6749999999999999
0.25,42,1.0,l2,liblinear,,0.667,0.7225960735171262,0.7666666666666667
0.25,42,1.0,l2,liblinear,balanced,0.659,0.7359890109890109,0.7133333333333333
0.25,42,10.0,l1,liblinear,,0.6023333333333334,0.7021167557932264,0.6608333333333334
0.25,42,10.0,l1,liblinear,balanced,0.6023333333333334,0.7021167557932264,0.6608333333333334
0.25,42,10.0,l2,liblinear,,0.6433333333333333,0.7239756158873807,0.7141666666666666
0.25,42,10.0,l2,liblinear,balanced,0.6433333333333333,0.7337658256775905,0.7008333333333334
0.25,42,100.0,l1,liblinear,,0.5940000000000001,0.6984803921568628,0.6475
0.25,42,100.0,l1,liblinear,balanced,0.5940000000000001,0.6984803921568628,0.6475
0.25,42,100.0,l2,liblinear,,0.6103333333333334,0.7051767676767676,0.6741666666666666
0.25,42,100.0,l2,liblinear,balanced,0.6103333333333334,0.7051767676767676,0.6741666666666666
0.25,42,1000.0,l1,liblinear,,0.6023333333333334,0.7121167557932264,0.6475
0.25,42,1000.0,l1,liblinear,balanced,0.5943333333333334,0.7055808080808081,0.6475
0.25,42,1000.0,l2,liblinear,,0.6103333333333334,0.7051767676767676,0.6741666666666666
0.25,42,1000.0,l2,liblinear,balanced,0.6103333333333334,0.7051767676767676,0.6741666666666666
0.25,123,0.1,l1,liblinear,,0.634,0.7348178137651822,0.6708333333333333
0.25,123,0.1,l1,liblinear,balanced,0.6266666666666667,0.7972727272727272,0.5575
0.25,123,0.1,l2,liblinear,,0.6986666666666668,0.7911688311688312,0.7191666666666666
0.25,123,0.1,l2,liblinear,balanced,0.7233333333333334,0.8470662670662671,0.6941666666666666
0.25,123,1.0,l1,liblinear,,0.6826666666666668,0.7654853479853481,0.72
0.25,123,1.0,l1,liblinear,balanced,0.6913333333333334,0.7918831168831171,0.6941666666666666
0.25,123,1.0,l2,liblinear,,0.6663333333333333,0.7392156862745097,0.7316666666666667
0.25,123,1.0,l2,liblinear,balanced,0.6666666666666667,0.7557976827094475,0.7066666666666667
0.25,123,10.0,l1,liblinear,,0.6586666666666667,0.7420705610179296,0.7083333333333333
0.25,123,10.0,l1,liblinear,balanced,0.667,0.7534991324465009,0.7083333333333333
0.25,123,10.0,l2,liblinear,,0.6586666666666667,0.736500754147813,0.72
0.25,123,10.0,l2,liblinear,balanced,0.6503333333333333,0.7313725490196078,0.7066666666666667
0.25,123,100.0,l1,liblinear,,0.659,0.7439753229226913,0.7083333333333333
0.25,123,100.0,l1,liblinear,balanced,0.659,0.7439753229226913,0.7083333333333333
0.25,123,100.0,l2,liblinear,,0.6260000000000001,0.7199439775910363,0.6691666666666667
0.25,123,100.0,l2,liblinear,balanced,0.6260000000000001,0.7199439775910363,0.6691666666666667
0.25,123,1000.0,l1,liblinear,,0.6503333333333334,0.7325467514941199,0.7075
0.25,123,1000.0,l1,liblinear,balanced,0.6583333333333334,0.7435357624831308,0.7075
0.25,123,1000.0,l2,liblinear,,0.626,0.7203174603174602,0.6691666666666667
0.25,123,1000.0,l2,liblinear,balanced,0.6256666666666667,0.7234071810542397,0.6558333333333334
0.25,456,0.1,l1,liblinear,,0.6836666666666666,0.7359523809523809,0.8316176470588236
0.25,456,0.1,l1,liblinear,balanced,0.635,0.8114173408291055,0.6058823529411764
0.25,456,0.1,l2,liblinear,,0.7483333333333333,0.8202614379084967,0.8095588235294118
0.25,456,0.1,l2,liblinear,balanced,0.7,0.8272268907563026,0.7139705882352941
0.25,456,1.0,l1,liblinear,,0.732,0.7938725490196079,0.8220588235294117
0.25,456,1.0,l1,liblinear,balanced,0.683,0.801155462184874,0.7139705882352941
0.25,456,1.0,l2,liblinear,,0.6593333333333333,0.7522213622291021,0.75
0.25,456,1.0,l2,liblinear,balanced,0.6753333333333333,0.7910364145658264,0.7147058823529412
0.25,456,10.0,l1,liblinear,,0.6103333333333334,0.7173669467787115,0.7147058823529412
0.25,456,10.0,l1,liblinear,balanced,0.6180000000000001,0.7366666666666666,0.6904411764705882
0.25,456,10.0,l2,liblinear,,0.6273333333333334,0.7217320261437908,0.7382352941176471
0.25,456,10.0,l2,liblinear,balanced,0.6353333333333334,0.7357309941520468,0.7264705882352942
0.25,456,100.0,l1,liblinear,,0.5936666666666668,0.7107002801120449,0.6904411764705882
0.25,456,100.0,l1,liblinear,balanced,0.5856666666666668,0.7073669467787116,0.6786764705882353
0.25,456,100.0,l2,liblinear,,0.6186666666666667,0.724593837535014,0.7139705882352941
0.25,456,100.0,l2,liblinear,balanced,0.6186666666666667,0.724593837535014,0.7139705882352941
0.25,456,1000.0,l1,liblinear,,0.6183333333333333,0.7207843137254902,0.7257352941176471
0.25,456,1000.0,l1,liblinear,balanced,0.6023333333333334,0.7136414565826331,0.7022058823529412
0.25,456,1000.0,l2,liblinear,,0.6103333333333334,0.7212971342383108,0.7014705882352941
0.25,456,1000.0,l2,liblinear,balanced,0.6103333333333334,0.7212971342383108,0.7014705882352941
0.25,89,0.1,l1,liblinear,,0.6583333333333333,0.7904761904761906,0.5685714285714285
0.25,89,0.1,l1,liblinear,balanced,0.65,0.7854545454545454,0.5552380952380952
0.25,89,0.1,l2,liblinear,,0.6756666666666666,0.7094887955182073,0.7523809523809524
0.25,89,0.1,l2,liblinear,balanced,0.7006666666666668,0.7449175824175824,0.7390476190476191
0.25,89,1.0,l1,liblinear,,0.6753333333333333,0.7164145658263306,0.7533333333333333
0.25,89,1.0,l1,liblinear,balanced,0.6836666666666666,0.7323809523809524,0.739047619047619
0.25,89,1.0,l2,liblinear,,0.683,0.7210087719298246,0.7666666666666666
0.25,89,1.0,l2,liblinear,balanced,0.6833333333333333,0.7325930210140736,0.739047619047619
0.25,89,10.0,l1,liblinear,,0.692,0.7316666666666667,0.7666666666666666
0.25,89,10.0,l1,liblinear,balanced,0.6839999999999999,0.7266666666666668,0.7533333333333333
0.25,89,10.0,l2,liblinear,,0.6836666666666666,0.7224999999999999,0.7666666666666666
0.25,89,10.0,l2,liblinear,balanced,0.6836666666666666,0.7224999999999999,0.7666666666666666
0.25,89,100.0,l1,liblinear,,0.6839999999999999,0.7282205513784461,0.7533333333333333
0.25,89,100.0,l1,liblinear,balanced,0.692,0.7329824561403508,0.7666666666666666
0.25,89,100.0,l2,liblinear,,0.692,0.7301754385964913,0.7676190476190475
0.25,89,100.0,l2,liblinear,balanced,0.692,0.7301754385964913,0.7676190476190475
0.25,89,1000.0,l1,liblinear,,0.6839999999999999,0.7299521531100479,0.7533333333333333
0.25,89,1000.0,l1,liblinear,balanced,0.7,0.7371491228070175,0.78
0.25,89,1000.0,l2,liblinear,,0.7,0.7387468671679198,0.7676190476190475
0.25,89,1000.0,l2,liblinear,balanced,0.7,0.7387468671679198,0.7676190476190475
0.3,42,0.1,l1,liblinear,,0.6869565217391304,0.763525641025641,0.7438095238095238
0.3,42,0.1,l1,liblinear,balanced,0.6347826086956522,0.798989898989899,0.5809523809523809
0.3,42,0.1,l2,liblinear,,0.7304347826086957,0.812934712346477,0.7704761904761904
0.3,42,0.1,l2,liblinear,balanced,0.7391304347826086,0.8442857142857143,0.7438095238095237
0.3,42,1.0,l1,liblinear,,0.6869565217391304,0.806078431372549,0.7038095238095238
0.3,42,1.0,l1,liblinear,balanced,0.6608695652173914,0.800046685340803,0.6628571428571428
0.3,42,1.0,l2,liblinear,,0.7217391304347827,0.8003663003663004,0.7704761904761904
0.3,42,1.0,l2,liblinear,balanced,0.7130434782608697,0.8275867269984916,0.7171428571428572
0.3,42,10.0,l1,liblinear,,0.6782608695652173,0.7947797300738478,0.6885714285714286
0.3,42,10.0,l1,liblinear,balanced,0.6782608695652173,0.7947797300738478,0.6885714285714286
0.3,42,10.0,l2,liblinear,,0.6782608695652174,0.7765646118587295,0.7152380952380952
0.3,42,10.0,l2,liblinear,balanced,0.6869565217391304,0.7886525239466416,0.7152380952380952
0.3,42,100.0,l1,liblinear,,0.6608695652173913,0.7675070028011205,0.6885714285714286
0.3,42,100.0,l1,liblinear,balanced,0.6608695652173913,0.7675070028011205,0.6885714285714286
0.3,42,100.0,l2,liblinear,,0.6521739130434783,0.7491553544494721,0.7019047619047618
0.3,42,100.0,l2,liblinear,balanced,0.6521739130434783,0.7491553544494721,0.7019047619047618
0.3,42,1000.0,l1,liblinear,,0.6521739130434783,0.7646864899806076,0.6742857142857144
0.3,42,1000.0,l1,liblinear,balanced,0.6608695652173913,0.7775070028011205,0.6742857142857144
0.3,42,1000.0,l2,liblinear,,0.6521739130434783,0.7491553544494721,0.7019047619047618
0.3,42,1000.0,l2,liblinear,balanced,0.6521739130434783,0.7491553544494721,0.7019047619047618
0.3,123,0.1,l1,liblinear,,0.6260869565217393,0.7240336134453782,0.6761904761904762
0.3,123,0.1,l1,liblinear,balanced,0.6260869565217392,0.7914141414141415,0.5676190476190476
0.3,123,0.1,l2,liblinear,,0.6782608695652174,0.796031746031746,0.6771428571428572
0.3,123,0.1,l2,liblinear,balanced,0.6869565217391305,0.8320929070929071,0.6495238095238095
0.3,123,1.0,l1,liblinear,,0.7043478260869566,0.8070360195360194,0.7314285714285714
0.3,123,1.0,l1,liblinear,balanced,0.7043478260869566,0.8200488400488399,0.7047619047619047
0.3,123,1.0,l2,liblinear,,0.6521739130434782,0.7397768897768897,0.7171428571428572
0.3,123,1.0,l2,liblinear,balanced,0.6608695652173913,0.7659673659673659,0.6904761904761905
0.3,123,10.0,l1,liblinear,,0.6521739130434783,0.7550226244343892,0.6904761904761905
0.3,123,10.0,l1,liblinear,balanced,0.6608695652173913,0.7671105365223012,0.6904761904761905
0.3,123,10.0,l2,liblinear,,0.6608695652173913,0.7443223443223442,0.7304761904761905
0.3,123,10.0,l2,liblinear,balanced,0.6695652173913043,0.7579587079587079,0.7304761904761905
0.3,123,100.0,l1,liblinear,,0.6260869565217391,0.7302350427350427,0.6780952380952381
0.3,123,100.0,l1,liblinear,balanced,0.6347826086956522,0.7397588522588523,0.6780952380952381
0.3,123,100.0,l2,liblinear,,0.6695652173913043,0.7579587079587079,0.7304761904761905
0.3,123,100.0,l2,liblinear,balanced,0.6782608695652174,0.7679587079587079,0.7304761904761905
0.3,123,1000.0,l1,liblinear,,0.6521739130434782,0.7432579185520363,0.7180952380952381
0.3,123,1000.0,l1,liblinear,balanced,0.6521739130434782,0.7432579185520363,0.7180952380952381
0.3,123,1000.0,l2,liblinear,,0.6608695652173913,0.7535609488550665,0.7171428571428571
0.3,123,1000.0,l2,liblinear,balanced,0.6695652173913043,0.7640371393312569,0.7171428571428571
0.3,456,0.1,l1,liblinear,,0.6347826086956522,0.6959415584415585,0.8333333333333334
0.3,456,0.1,l1,liblinear,balanced,0.608695652173913,0.8073593073593074,0.5816666666666667
0.3,456,0.1,l2,liblinear,,0.7217391304347827,0.8188888888888888,0.7725
0.3,456,0.1,l2,liblinear,balanced,0.7130434782608697,0.8563736263736264,0.7091666666666667
0.3,456,1.0,l1,liblinear,,0.7217391304347827,0.7882414369256474,0.8233333333333335
0.3,456,1.0,l1,liblinear,balanced,0.7130434782608696,0.8172863247863248,0.7608333333333334
0.3,456,1.0,l2,liblinear,,0.6956521739130436,0.8084173721015826,0.7474999999999999
0.3,456,1.0,l2,liblinear,balanced,0.6956521739130436,0.8139901275195394,0.735
0.3,456,10.0,l1,liblinear,,0.6521739130434783,0.7814809751651857,0.6966666666666667
0.3,456,10.0,l1,liblinear,balanced,0.6521739130434783,0.7814809751651857,0.6966666666666667
0.3,456,10.0,l2,liblinear,,0.6434782608695652,0.7678446115288221,0.6966666666666667
0.3,456,10.0,l2,liblinear,balanced,0.6521739130434783,0.7814809751651857,0.6966666666666667
0.3,456,100.0,l1,liblinear,,0.6521739130434783,0.7716907653749758,0.7091666666666667
0.3,456,100.0,l1,liblinear,balanced,0.6434782608695653,0.7686604623446728,0.6966666666666667
0.3,456,100.0,l2,liblinear,,0.6434782608695653,0.7686604623446728,0.6966666666666667
0.3,456,100.0,l2,liblinear,balanced,0.6434782608695653,0.7686604623446728,0.6966666666666667
0.3,456,1000.0,l1,liblinear,,0.6521739130434783,0.7815873015873016,0.6966666666666667
