Test Size,Random State,C,Penalty,Solver,Class Weight,Accuracy,Precision,Recall
0.3,456,1000.0,l1,liblinear,balanced,0.6521739130434783,0.7815873015873016,0.6966666666666667
0.3,456,1000.0,l2,liblinear,,0.6434782608695653,0.7686604623446728,0.6966666666666667
0.3,456,1000.0,l2,liblinear,balanced,0.6434782608695653,0.7686604623446728,0.6966666666666667
0.3,89,0.1,l1,liblinear,,0.6695652173913044,0.829978354978355,0.5538461538461539
0.3,89,0.1,l1,liblinear,balanced,0.6434782608695653,0.7762848262848262,0.5538461538461539
0.3,89,0.1,l2,liblinear,,0.6695652173913044,0.7147619047619047,0.7340659340659341
0.3,89,0.1,l2,liblinear,balanced,0.6782608695652174,0.7361904761904762,0.7043956043956044
0.3,89,1.0,l1,liblinear,,0.6869565217391305,0.7255952380952381,0.7637362637362638
0.3,89,1.0,l1,liblinear,balanced,0.6782608695652174,0.7214285714285713,0.7483516483516484
0.3,89,1.0,l2,liblinear,,0.6695652173913043,0.7134615384615384,0.7483516483516484
0.3,89,1.0,l2,liblinear,balanced,0.6608695652173913,0.7159340659340658,0.7054945054945054
0.3,89,10.0,l1,liblinear,,0.6347826086956522,0.685930735930736,0.6912087912087912
0.3,89,10.0,l1,liblinear,balanced,0.6347826086956522,0.685930735930736,0.6912087912087912
0.3,89,10.0,l2,liblinear,,0.6521739130434782,0.7033333333333334,0.7197802197802198
0.3,89,10.0,l2,liblinear,balanced,0.6434782608695652,0.6995238095238095,0.7043956043956043
0.3,89,100.0,l1,liblinear,,0.6695652173913044,0.7254945054945056,0.7065934065934065
0.3,89,100.0,l1,liblinear,balanced,0.6608695652173913,0.721050061050061,0.6923076923076923
0.3,89,100.0,l2,liblinear,,0.6521739130434783,0.6915476190476191,0.7362637362637363
0.3,89,100.0,l2,liblinear,balanced,0.6521739130434783,0.6915476190476191,0.7362637362637363
0.3,89,1000.0,l1,liblinear,,0.6695652173913043,0.7122344322344324,0.7362637362637363
0.3,89,1000.0,l1,liblinear,balanced,0.6695652173913043,0.7111688311688311,0.7362637362637363
0.3,89,1000.0,l2,liblinear,,0.6695652173913043,0.7122344322344324,0.7362637362637363
0.3,89,1000.0,l2,liblinear,balanced,0.6695652173913043,0.7122344322344324,0.7362637362637363
0.35,42,0.1,l1,liblinear,,0.6632034632034632,0.7346872082166199,0.7538461538461538
0.35,42,0.1,l1,liblinear,balanced,0.645021645021645,0.7828571428571428,0.620879120879121
0.35,42,0.1,l2,liblinear,,0.7567099567099568,0.8296794871794871,0.7967032967032966
0.35,42,0.1,l2,liblinear,balanced,0.738095238095238,0.8330849705849707,0.7538461538461538
0.35,42,1.0,l1,liblinear,,0.7203463203463203,0.8060880296174414,0.7538461538461538
0.35,42,1.0,l1,liblinear,balanced,0.7012987012987012,0.8175505050505052,0.6956043956043956
0.35,42,1.0,l2,liblinear,,0.7290043290043291,0.8082159017453134,0.7681318681318682
0.35,42,1.0,l2,liblinear,balanced,0.71991341991342,0.8060180995475112,0.7538461538461538
0.35,42,10.0,l1,liblinear,,0.6636363636363637,0.7604236939531057,0.6934065934065934
0.35,42,10.0,l1,liblinear,balanced,0.6722943722943723,0.7802139037433155,0.6780219780219781
0.35,42,10.0,l2,liblinear,,0.7108225108225109,0.7900099900099901,0.7527472527472527
0.35,42,10.0,l2,liblinear,balanced,0.7012987012987013,0.7863736263736264,0.7373626373626373
0.35,42,100.0,l1,liblinear,,0.6636363636363637,0.7838461538461539,0.6648351648351648
0.35,42,100.0,l1,liblinear,balanced,0.6727272727272728,0.7966666666666666,0.6648351648351648
0.35,42,100.0,l2,liblinear,,0.6731601731601732,0.7548351648351648,0.7219780219780219
0.35,42,100.0,l2,liblinear,balanced,0.6731601731601732,0.7548351648351648,0.7219780219780219
0.35,42,1000.0,l1,liblinear,,0.7017316017316018,0.7852747252747253,0.7384615384615385
0.35,42,1000.0,l1,liblinear,balanced,0.7017316017316018,0.7852747252747253,0.7384615384615385
0.35,42,1000.0,l2,liblinear,,0.6731601731601732,0.7548351648351648,0.7219780219780219
0.35,42,1000.0,l2,liblinear,balanced,0.6731601731601732,0.7548351648351648,0.7219780219780219
0.35,123,0.1,l1,liblinear,,0.709090909090909,0.8332090132090133,0.6956043956043956
0.35,123,0.1,l1,liblinear,balanced,0.6718614718614718,0.8285042735042735,0.6241758241758243
0.35,123,0.1,l2,liblinear,,0.6744588744588744,0.7936752136752137,0.6835164835164835
0.35,123,0.1,l2,liblinear,balanced,0.6926406926406926,0.8489976689976689,0.6395604395604396
0.35,123,1.0,l1,liblinear,,0.7112554112554113,0.7943822843822844,0.7549450549450549
0.35,123,1.0,l1,liblinear,balanced,0.7480519480519481,0.8780574980574981,0.7120879120879121
0.35,123,1.0,l2,liblinear,,0.6831168831168831,0.7912554112554112,0.6978021978021978
0.35,123,1.0,l2,liblinear,balanced,0.6926406926406926,0.8033433233433233,0.6978021978021978
0.35,123,10.0,l1,liblinear,,0.6545454545454545,0.7531601731601733,0.6978021978021979
0.35,123,10.0,l1,liblinear,balanced,0.6735930735930735,0.7746253746253746,0.6978021978021979
0.35,123,10.0,l2,liblinear,,0.6545454545454545,0.76998556998557,0.6824175824175824
0.35,123,10.0,l2,liblinear,balanced,0.6636363636363636,0.77987567987568,0.6824175824175824
0.35,123,100.0,l1,liblinear,,0.6359307359307359,0.7395979020979021,0.6835164835164835
0.35,123,100.0,l1,liblinear,balanced,0.645021645021645,0.7511363636363637,0.6835164835164835
0.35,123,100.0,l2,liblinear,,0.6350649350649351,0.744017094017094,0.6681318681318682
0.35,123,100.0,l2,liblinear,balanced,0.6632034632034631,0.7886363636363637,0.6681318681318682
0.35,123,1000.0,l1,liblinear,,0.6164502164502165,0.7210955710955711,0.6681318681318681
0.35,123,1000.0,l1,liblinear,balanced,0.6073593073593073,0.71010656010656,0.6681318681318681
0.35,123,1000.0,l2,liblinear,,0.625974025974026,0.7407203907203908,0.6538461538461539
0.35,123,1000.0,l2,liblinear,balanced,0.6168831168831168,0.7368742368742369,0.6395604395604396
0.35,456,0.1,l1,liblinear,,0.6731601731601732,0.7209690893901419,0.8485714285714288
0.35,456,0.1,l1,liblinear,balanced,0.645021645021645,0.8400000000000001,0.6209523809523809
0.35,456,0.1,l2,liblinear,,0.7484848484848485,0.8538095238095238,0.7685714285714286
0.35,456,0.1,l2,liblinear,balanced,0.7203463203463204,0.8628671328671329,0.7152380952380952
0.35,456,1.0,l1,liblinear,,0.7294372294372294,0.818095238095238,0.7828571428571429
0.35,456,1.0,l1,liblinear,balanced,0.72987012987013,0.8375091575091576,0.7561904761904762
0.35,456,1.0,l2,liblinear,,0.7025974025974026,0.7951556776556777,0.7695238095238095
0.35,456,1.0,l2,liblinear,balanced,0.7025974025974027,0.8183658008658009,0.7428571428571428
0.35,456,10.0,l1,liblinear,,0.6826839826839827,0.7772985347985347,0.7561904761904762
0.35,456,10.0,l1,liblinear,balanced,0.6636363636363636,0.7701556776556776,0.7295238095238095
0.35,456,10.0,l2,liblinear,,0.6835497835497836,0.7805769230769231,0.7561904761904762
0.35,456,10.0,l2,liblinear,balanced,0.6835497835497836,0.7805769230769231,0.7561904761904762
0.35,456,100.0,l1,liblinear,,0.6636363636363637,0.7709523809523808,0.7304761904761905
0.35,456,100.0,l1,liblinear,balanced,0.6636363636363637,0.7709523809523808,0.7304761904761905
0.35,456,100.0,l2,liblinear,,0.683116883116883,0.7823486317603965,0.7561904761904762
0.35,456,100.0,l2,liblinear,balanced,0.6735930735930735,0.7797845291962939,0.7428571428571428
0.35,456,1000.0,l1,liblinear,,0.6541125541125542,0.7686446886446886,0.7171428571428571
0.35,456,1000.0,l1,liblinear,balanced,0.645021645021645,0.7690018315018314,0.7028571428571428
0.35,456,1000.0,l2,liblinear,,0.6740259740259741,0.7752380952380953,0.757142857142857
0.35,456,1000.0,l2,liblinear,balanced,0.6549783549783549,0.7697435897435898,0.7295238095238095
0.35,89,0.1,l1,liblinear,,0.6541125541125541,0.7877777777777778,0.5423076923076924
0.35,89,0.1,l1,liblinear,balanced,0.6636363636363636,0.7925396825396825,0.558974358974359
0.35,89,0.1,l2,liblinear,,0.7103896103896103,0.7449783549783551,0.7564102564102564
0.35,89,0.1,l2,liblinear,balanced,0.7103896103896103,0.7660589410589411,0.7243589743589742
0.35,89,1.0,l1,liblinear,,0.6822510822510822,0.7222710622710623,0.7397435897435898
0.35,89,1.0,l1,liblinear,balanced,0.6636363636363637,0.7141125541125541,0.7064102564102563
0.35,89,1.0,l2,liblinear,,0.7194805194805195,0.7486513486513486,0.7717948717948718
0.35,89,1.0,l2,liblinear,balanced,0.7008658008658009,0.7411688311688313,0.7397435897435898
0.35,89,10.0,l1,liblinear,,0.6818181818181819,0.734895104895105,0.7205128205128205
0.35,89,10.0,l1,liblinear,balanced,0.6818181818181819,0.734895104895105,0.7205128205128205
0.35,89,10.0,l2,liblinear,,0.6917748917748918,0.7246253746253746,0.7538461538461538
0.35,89,10.0,l2,liblinear,balanced,0.7008658008658009,0.7374458874458875,0.7538461538461538
0.35,89,100.0,l1,liblinear,,0.6727272727272728,0.726103896103896,0.7205128205128205
0.35,89,100.0,l1,liblinear,balanced,0.6727272727272728,0.726103896103896,0.7205128205128205
0.35,89,100.0,l2,liblinear,,0.7012987012987014,0.740989010989011,0.7538461538461538
0.35,89,100.0,l2,liblinear,balanced,0.6922077922077923,0.7371428571428571,0.7384615384615385
0.35,89,1000.0,l1,liblinear,,0.6632034632034632,0.7109523809523809,0.7205128205128204
0.35,89,1000.0,l1,liblinear,balanced,0.6541125541125542,0.6981318681318681,0.7205128205128204
0.35,89,1000.0,l2,liblinear,,0.6822510822510822,0.7130869130869131,0.7538461538461538
0.35,89,1000.0,l2,liblinear,balanced,0.6731601731601732,0.7092407592407592,0.7384615384615385
0.4,42,0.1,l1,liblinear,,0.6057894736842105,0.7406349206349206,0.6115384615384616
0.4,42,0.1,l1,liblinear,balanced,0.6257894736842105,0.7473310023310024,0.6256410256410256
0.4,42,0.1,l2,liblinear,,0.6963157894736842,0.7560372960372961,0.7576923076923077
0.4,42,0.1,l2,liblinear,balanced,0.6963157894736842,0.7693706293706295,0.7410256410256411
0.4,42,1.0,l1,liblinear,,0.6557894736842105,0.7216450216450218,0.7243589743589745
0.4,42,1.0,l1,liblinear,balanced,0.6352631578947368,0.7105827505827507,0.691025641025641
0.4,42,1.0,l2,liblinear,,0.6447368421052633,0.7054545454545456,0.7243589743589743
0.4,42,1.0,l2,liblinear,balanced,0.6547368421052633,0.715930735930736,0.7243589743589743
0.4,42,10.0,l1,liblinear,,0.6547368421052632,0.738968253968254,0.691025641025641
0.4,42,10.0,l1,liblinear,balanced,0.6547368421052632,0.738968253968254,0.691025641025641
0.4,42,10.0,l2,liblinear,,0.6552631578947368,0.7195238095238096,0.7230769230769232
0.4,42,10.0,l2,liblinear,balanced,0.6552631578947368,0.7195238095238096,0.7230769230769232
0.4,42,100.0,l1,liblinear,,0.6647368421052631,0.7411904761904762,0.7064102564102565
0.4,42,100.0,l1,liblinear,balanced,0.6647368421052631,0.7411904761904762,0.7064102564102565
0.4,42,100.0,l2,liblinear,,0.6652631578947368,0.7331601731601732,0.7230769230769232
0.4,42,100.0,l2,liblinear,balanced,0.6652631578947368,0.7331601731601732,0.7230769230769232
0.4,42,1000.0,l1,liblinear,,0.6752631578947368,0.7495238095238095,0.7230769230769232
0.4,42,1000.0,l1,liblinear,balanced,0.6747368421052633,0.7521794871794871,0.7064102564102565
0.4,42,1000.0,l2,liblinear,,0.6552631578947368,0.7231601731601731,0.7230769230769232
0.4,42,1000.0,l2,liblinear,balanced,0.6552631578947368,0.7231601731601731,0.7230769230769232
0.4,123,0.1,l1,liblinear,,0.6763157894736842,0.8208302808302808,0.6269230769230769
0.4,123,0.1,l1,liblinear,balanced,0.6963157894736842,0.8625396825396825,0.6115384615384616
0.4,123,0.1,l2,liblinear,,0.7284210526315789,0.8057720057720058,0.7410256410256411
0.4,123,0.1,l2,liblinear,balanced,0.716842105263158,0.8446608946608947,0.6743589743589744
0.4,123,1.0,l1,liblinear,,0.7373684210526316,0.80011655011655,0.7743589743589743
0.4,123,1.0,l1,liblinear,balanced,0.7678947368421053,0.8425641025641026,0.7743589743589743
0.4,123,1.0,l2,liblinear,,0.7273684210526314,0.8107792207792206,0.741025641025641
0.4,123,1.0,l2,liblinear,balanced,0.7378947368421052,0.8271428571428571,0.741025641025641
0.4,123,10.0,l1,liblinear,,0.7773684210526316,0.8322444222444222,0.8051282051282052
0.4,123,10.0,l1,liblinear,balanced,0.7778947368421052,0.8464102564102565,0.7897435897435897
0.4,123,10.0,l2,liblinear,,0.7273684210526316,0.8093006993006993,0.7423076923076923
0.4,123,10.0,l2,liblinear,balanced,0.7373684210526316,0.8131468531468531,0.7576923076923078
0.4,123,100.0,l1,liblinear,,0.7468421052631579,0.8238461538461539,0.7576923076923077
0.4,123,100.0,l1,liblinear,balanced,0.7568421052631578,0.8405128205128205,0.7576923076923077
0.4,123,100.0,l2,liblinear,,0.7578947368421052,0.8343589743589744,0.7743589743589745
0.4,123,100.0,l2,liblinear,balanced,0.7473684210526315,0.8313286713286713,0.7576923076923078
0.4,123,1000.0,l1,liblinear,,0.7673684210526315,0.8441491841491843,0.7743589743589744
0.4,123,1000.0,l1,liblinear,balanced,0.7678947368421053,0.8471794871794872,0.7743589743589745
0.4,123,1000.0,l2,liblinear,,0.7684210526315789,0.836923076923077,0.7910256410256411
0.4,123,1000.0,l2,liblinear,balanced,0.7684210526315789,0.836923076923077,0.7910256410256411
0.4,456,0.1,l1,liblinear,,0.6752631578947368,0.7192466460268319,0.8659340659340661
0.4,456,0.1,l1,liblinear,balanced,0.7063157894736843,0.8565240641711229,0.7087912087912088
0.4,456,0.1,l2,liblinear,,0.7068421052631579,0.821416083916084,0.7527472527472527
0.4,456,0.1,l2,liblinear,balanced,0.7073684210526315,0.8395238095238096,0.7241758241758243
0.4,456,1.0,l1,liblinear,,0.7278947368421053,0.8088419913419914,0.810989010989011
0.4,456,1.0,l1,liblinear,balanced,0.6778947368421052,0.8023310023310023,0.7252747252747253
0.4,456,1.0,l2,liblinear,,0.6668421052631579,0.7808158508158509,0.7384615384615385
0.4,456,1.0,l2,liblinear,balanced,0.6573684210526316,0.7885714285714285,0.7098901098901098
0.4,456,10.0,l1,liblinear,,0.6373684210526316,0.7525641025641026,0.7252747252747253
0.4,456,10.0,l1,liblinear,balanced,0.6478947368421053,0.7677156177156177,0.7252747252747253
0.4,456,10.0,l2,liblinear,,0.6468421052631579,0.7700466200466201,0.7098901098901098
0.4,456,10.0,l2,liblinear,balanced,0.6468421052631579,0.7700466200466201,0.7098901098901098
0.4,456,100.0,l1,liblinear,,0.6373684210526316,0.7451923076923077,0.7395604395604396
0.4,456,100.0,l1,liblinear,balanced,0.6273684210526316,0.7426282051282052,0.7252747252747253
0.4,456,100.0,l2,liblinear,,0.6368421052631579,0.7674825174825175,0.6956043956043956
0.4,456,100.0,l2,liblinear,balanced,0.6368421052631579,0.7674825174825175,0.6956043956043956
0.4,456,1000.0,l1,liblinear,,0.6373684210526316,0.7521520146520146,0.7252747252747253
0.4,456,1000.0,l1,liblinear,balanced,0.6373684210526316,0.7521520146520146,0.7252747252747253
0.4,456,1000.0,l2,liblinear,,0.6368421052631579,0.7674825174825175,0.6956043956043956
0.4,456,1000.0,l2,liblinear,balanced,0.6368421052631579,0.7674825174825175,0.6956043956043956
0.4,89,0.1,l1,liblinear,,0.6573684210526316,0.7900793650793652,0.5363636363636364
0.4,89,0.1,l1,liblinear,balanced,0.6573684210526316,0.7900793650793652,0.5363636363636364
0.4,89,0.1,l2,liblinear,,0.7178947368421053,0.7349783549783551,0.7848484848484849
0.4,89,0.1,l2,liblinear,balanced,0.7084210526315788,0.7456043956043956,0.7318181818181818
0.4,89,1.0,l1,liblinear,,0.6873684210526315,0.7200577200577201,0.7303030303030303
0.4,89,1.0,l1,liblinear,balanced,0.6978947368421053,0.7400366300366301,0.7121212121212122
0.4,89,1.0,l2,liblinear,,0.6468421052631579,0.6863203463203463,0.693939393939394
0.4,89,1.0,l2,liblinear,balanced,0.6468421052631579,0.6863203463203463,0.693939393939394
0.4,89,10.0,l1,liblinear,,0.6468421052631579,0.7041958041958042,0.6772727272727274
0.4,89,10.0,l1,liblinear,balanced,0.6363157894736842,0.699067599067599,0.6590909090909092
0.4,89,10.0,l2,liblinear,,0.6368421052631579,0.696923076923077,0.6590909090909092
0.4,89,10.0,l2,liblinear,balanced,0.6368421052631579,0.696923076923077,0.6590909090909092
0.4,89,100.0,l1,liblinear,,0.6368421052631579,0.6911421911421911,0.6772727272727274
0.4,89,100.0,l1,liblinear,balanced,0.6363157894736842,0.6935897435897436,0.6772727272727274
0.4,89,100.0,l2,liblinear,,0.6368421052631579,0.696923076923077,0.6590909090909092
0.4,89,100.0,l2,liblinear,balanced,0.6268421052631579,0.6917948717948719,0.6424242424242425
0.4,89,1000.0,l1,liblinear,,0.6263157894736843,0.6917948717948718,0.640909090909091
0.4,89,1000.0,l1,liblinear,balanced,0.6268421052631579,0.6917948717948719,0.6424242424242425
0.4,89,1000.0,l2,liblinear,,0.6268421052631579,0.6917948717948719,0.6424242424242425
0.4,89,1000.0,l2,liblinear,balanced,0.6268421052631579,0.6917948717948719,0.6424242424242425
