Test Size,Random State,C,Penalty,Solver,Class Weight,Accuracy,Precision,Recall,Specificity
0.25,456,1.0,l1,liblinear,balanced,0.7380952380952381,0.6666666666666666,0.7777777777777778,0.7083333333333334
0.25,456,1.0,l2,liblinear,,0.7380952380952381,0.6521739130434783,0.8333333333333334,0.6666666666666666
0.25,456,1.0,l2,liblinear,balanced,0.7619047619047619,0.6818181818181818,0.8333333333333334,0.7083333333333334
0.25,456,10.0,l1,liblinear,,0.6904761904761905,0.6190476190476191,0.7222222222222222,0.6666666666666666
0.25,456,10.0,l1,liblinear,balanced,0.6904761904761905,0.6190476190476191,0.7222222222222222,0.6666666666666666
0.25,456,10.0,l2,liblinear,,0.6904761904761905,0.6190476190476191,0.7222222222222222,0.6666666666666666
0.25,456,10.0,l2,liblinear,balanced,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666
0.25,456,100.0,l1,liblinear,,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666
0.25,456,100.0,l1,liblinear,balanced,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666
0.25,456,100.0,l2,liblinear,,0.6428571428571429,0.5789473684210527,0.6111111111111112,0.6666666666666666
0.25,456,100.0,l2,liblinear,balanced,0.6428571428571429,0.5789473684210527,0.6111111111111112,0.6666666666666666
0.25,456,1000.0,l1,liblinear,,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666
0.25,456,1000.0,l1,liblinear,balanced,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666
0.25,456,1000.0,l2,liblinear,,0.6190476190476191,0.55,0.6111111111111112,0.625
0.25,456,1000.0,l2,liblinear,balanced,0.6190476190476191,0.55,0.6111111111111112,0.625
0.25,89,0.1,l1,liblinear,,0.6428571428571429,0.8260869565217391,0.6333333333333333,0.6666666666666666
0.25,89,0.1,l1,liblinear,balanced,0.6190476190476191,0.8181818181818182,0.6,0.6666666666666666
0.25,89,0.1,l2,liblinear,,0.7619047619047619,0.8333333333333334,0.8333333333333334,0.5833333333333334
0.25,89,0.1,l2,liblinear,balanced,0.7857142857142857,0.8620689655172413,0.8333333333333334,0.6666666666666666
0.25,89,1.0,l1,liblinear,,0.7857142857142857,0.8387096774193549,0.8666666666666667,0.5833333333333334
0.25,89,1.0,l1,liblinear,balanced,0.8095238095238095,0.8666666666666667,0.8666666666666667,0.6666666666666666
0.25,89,1.0,l2,liblinear,,0.7857142857142857,0.8387096774193549,0.8666666666666667,0.5833333333333334
0.25,89,1.0,l2,liblinear,balanced,0.8333333333333334,0.896551724137931,0.8666666666666667,0.75
0.25,89,10.0,l1,liblinear,,0.6904761904761905,0.7931034482758621,0.7666666666666667,0.5
0.25,89,10.0,l1,liblinear,balanced,0.6904761904761905,0.7931034482758621,0.7666666666666667,0.5
0.25,89,10.0,l2,liblinear,,0.6904761904761905,0.7931034482758621,0.7666666666666667,0.5
0.25,89,10.0,l2,liblinear,balanced,0.7142857142857143,0.8214285714285714,0.7666666666666667,0.5833333333333334
0.25,89,100.0,l1,liblinear,,0.6666666666666666,0.7857142857142857,0.7333333333333333,0.5
0.25,89,100.0,l1,liblinear,balanced,0.6666666666666666,0.7857142857142857,0.7333333333333333,0.5
0.25,89,100.0,l2,liblinear,,0.6666666666666666,0.7857142857142857,0.7333333333333333,0.5
0.25,89,100.0,l2,liblinear,balanced,0.6666666666666666,0.7857142857142857,0.7333333333333333,0.5
0.25,89,1000.0,l1,liblinear,,0.6666666666666666,0.7666666666666667,0.7666666666666667,0.4166666666666667
0.25,89,1000.0,l1,liblinear,balanced,0.6666666666666666,0.7666666666666667,0.7666666666666667,0.4166666666666667
0.25,89,1000.0,l2,liblinear,,0.6428571428571429,0.7586206896551724,0.7333333333333333,0.4166666666666667
0.25,89,1000.0,l2,liblinear,balanced,0.6428571428571429,0.7586206896551724,0.7333333333333333,0.4166666666666667
0.3,42,0.1,l1,liblinear,,0.64,0.6785714285714286,0.6785714285714286,0.5909090909090909
0.3,42,0.1,l1,liblinear,balanced,0.62,0.7142857142857143,0.5357142857142857,0.7272727272727273
0.3,42,0.1,l2,liblinear,,0.68,0.6875,0.7857142857142857,0.5454545454545454
0.3,42,0.1,l2,liblinear,balanced,0.7,0.7407407407407407,0.7142857142857143,0.6818181818181818
0.3,42,1.0,l1,liblinear,,0.68,0.6875,0.7857142857142857,0.5454545454545454
0.3,42,1.0,l1,liblinear,balanced,0.66,0.6896551724137931,0.7142857142857143,0.5909090909090909
0.3,42,1.0,l2,liblinear,,0.66,0.6666666666666666,0.7857142857142857,0.5
0.3,42,1.0,l2,liblinear,balanced,0.64,0.6785714285714286,0.6785714285714286,0.5909090909090909
0.3,42,10.0,l1,liblinear,,0.62,0.6451612903225806,0.7142857142857143,0.5
0.3,42,10.0,l1,liblinear,balanced,0.62,0.6451612903225806,0.7142857142857143,0.5
0.3,42,10.0,l2,liblinear,,0.6,0.625,0.7142857142857143,0.45454545454545453
0.3,42,10.0,l2,liblinear,balanced,0.66,0.6896551724137931,0.7142857142857143,0.5909090909090909
0.3,42,100.0,l1,liblinear,,0.56,0.59375,0.6785714285714286,0.4090909090909091
0.3,42,100.0,l1,liblinear,balanced,0.56,0.59375,0.6785714285714286,0.4090909090909091
0.3,42,100.0,l2,liblinear,,0.54,0.5757575757575758,0.6785714285714286,0.36363636363636365
0.3,42,100.0,l2,liblinear,balanced,0.54,0.5757575757575758,0.6785714285714286,0.36363636363636365
0.3,42,1000.0,l1,liblinear,,0.5,0.5454545454545454,0.6428571428571429,0.3181818181818182
0.3,42,1000.0,l1,liblinear,balanced,0.5,0.5454545454545454,0.6428571428571429,0.3181818181818182
0.3,42,1000.0,l2,liblinear,,0.5,0.5454545454545454,0.6428571428571429,0.3181818181818182
0.3,42,1000.0,l2,liblinear,balanced,0.5,0.5454545454545454,0.6428571428571429,0.3181818181818182
0.3,123,0.1,l1,liblinear,,0.7,0.6857142857142857,0.8571428571428571,0.5
0.3,123,0.1,l1,liblinear,balanced,0.64,0.6923076923076923,0.6428571428571429,0.6363636363636364
0.3,123,0.1,l2,liblinear,,0.7,0.6756756756756757,0.8928571428571429,0.45454545454545453
0.3,123,0.1,l2,liblinear,balanced,0.66,0.6666666666666666,0.7857142857142857,0.5
0.3,123,1.0,l1,liblinear,,0.56,0.5882352941176471,0.7142857142857143,0.36363636363636365
0.3,123,1.0,l1,liblinear,balanced,0.6,0.625,0.7142857142857143,0.45454545454545453
0.3,123,1.0,l2,liblinear,,0.64,0.631578947368421,0.8571428571428571,0.36363636363636365
0.3,123,1.0,l2,liblinear,balanced,0.62,0.6216216216216216,0.8214285714285714,0.36363636363636365
0.3,123,10.0,l1,liblinear,,0.56,0.59375,0.6785714285714286,0.4090909090909091
0.3,123,10.0,l1,liblinear,balanced,0.56,0.59375,0.6785714285714286,0.4090909090909091
0.3,123,10.0,l2,liblinear,,0.62,0.6216216216216216,0.8214285714285714,0.36363636363636365
0.3,123,10.0,l2,liblinear,balanced,0.62,0.6216216216216216,0.8214285714285714,0.36363636363636365
0.3,123,100.0,l1,liblinear,,0.6,0.6176470588235294,0.75,0.4090909090909091
0.3,123,100.0,l1,liblinear,balanced,0.6,0.6176470588235294,0.75,0.4090909090909091
0.3,123,100.0,l2,liblinear,,0.6,0.6052631578947368,0.8214285714285714,0.3181818181818182
